Factory Wheel Warehouse,,,
Gross Sales By Product,,,
Date Range: 04/01/2021 - 06/30/2021,,,
 ,,,
Product,,Sales,
ALY71359U20 - WL;9-16 Z4;18X8.5;10-VSPKALL PAINTED SILVER REAR,,328.69,
ALY86361U30 - WL RR;18-19BMW X3;20x9.5;5 DBL MACHINED AND DARK CHARCOAL; RR,,328.69,
ALY10081U45 - WL;16-17 MSTNG;19X8.5;5SPK,,326.98,
ALY86479U30 - WL;18-19 X2;19x8;5 Y SPOKEMACHINED/DARK CHARCOAL MET,,324.00,
ALY86351U10 - WL;18-19 X3;19x7.5;10 SPOKEMACHINED AND GREY METALLIC,,322.00,
PVD Refinish - PVD Refinish,,320.00,
DAS.75N - EURO PASTE 7.7 LBS.LO-PROFILE,,316.00,
ALY71534U20*CORE - WL;12-19 3 SER;17X7.5;5DBL S,,315.20,
ALY05798U79 - WL;17-19 ACADIA;18X7.5;12 SPKALL PTD DARK SMKD HYPSILVER,,315.00,
ALY64119U20 - WL;18-19 ODYSSEY;18x7.5;5SPOKEALL PAINTED SILVER METALLIC,,315.00,
ALY59819U10 - WL;07-12 XK;18X8.5;7 SP W GRVALL PAINTED SILVER,,310.00,
ALY02399U20 - WL;11-9 CAR/JRNY;17X6.5;10SPALL PAINTED SILVER,,309.99,
ALY04715U30 - WL;14-19 CTS;18X8.5;15 SPKALL PAINTED CHARCOAL,,302.59,
ALY96620U30 - WL;2019-2020 BMW 3 SERIES 18X7.5 5 SPLIT,,302.59,
ALY69929U20 - WL;12-15 PASSAT;18X8;5DBLSPKALL PAINTED SPARKLE SILVER,,301.24,
STL64023U45 - WL;12-14CIVIC;15X6;20 HOLE,,301.13,
ALY05672U20 - WL;15-20 CAN/COL;17X8;5SPALL PTD FLAT LIGHT SILVER,,300.63,
ALY10062U30 - WL;16-19 EXPLR;20X8.5;15SPKMACHINED AND CHARCOAL,,300.63,
ALY59598U20 - WL;06-13 3 SERIES;19x8;5SPKALL PAINTED SILVER,,300.63,
ALY70015U10 - WL;17-19 GOLF;18 X 7.5;5Y SPKMACHINED AND SILVER,,300.63,
ALY70037U30 - WL;18-19 TIGUAN;17x7;10SPLMACHD AND DARK BLUISH CHARCOAL,,300.63,
"ALY71514U10 - 2011-2016 BMW 528i 19""8.5"" (71514)",,300.63,
ALY71619U20 - WL;12-19 3SERIES;18X8.5;5DBL SALL PNTD SPARKLE SILVER REAR,,300.63,
ALY72274U20 - WL;16-19 EVOQUE;19X8;7DBLALL PTD SILVER,,300.63,
ALY74337U35 - WL;16-19 RX350;20X8;10SPK,,300.63,
ALY74365U30 - WL RR;16-19 LEX IS;18x8.5;5SPKMACHND AND DARK CHARCOAL,,300.63,
ALY85553U35 - WL;17-19 GL CLS;20X8.5;10SPKMACHD AND MED CHARC MET,,300.63,
ALY96921U30 - 2020 TESLA MODEL S 19X8.5,,300.63,
ALY05916U30 - WL;19 CHEV/GMC1500;20X9;10SPKMACH/DARK CHAR METALLIC,,300.00,
ALY10184U80 - WL;18 EXPLORER;20x8.5;5DBL,,300.00,
ALY59036U20 - WL;18-19 AUDI Q5;18x8;5 DOUBLE SPALL PAINTED BRIGHT SILVER,,300.00,
ALY59611U20 - WL;06-13 3 SERIE;17X8;5FLATSPKALL PAINTED SILVER,,300.00,
ALY59619U20 - WL;06-13 BMW 3;18X8.5;5 SPKALL PAINTED SILVER REAR,,300.00,
ALY70046U20 - WL;19-20 JETTA;17x7;5 DOUBLEALL PAINTED GREY SILVER,,300.00,
"September 13, 2021 2:48:24 PM EDT",Page 7 of ,,21
Factory Wheel Warehouse,,,
Gross Sales By Product,,,
Date Range: 04/01/2021 - 06/30/2021,,,
 ,,,
Product,,Sales,
ALY71320U20 - WL;08-13 BMW 3SER;18X8;5 SPKFRONT/ALL PAINTED SILV,,300.00,
ALY74749U45 - WL;17-19 SPRTAGE;18X7;5V SPKMACHINED AND BLACK;W/TPMS,,300.00,
ALY85349U30 - WL;14-19 S CLS;19X8.5;5DBL SP,,300.00,
ALY85361U20 - WL;13-19 GL CLASS;19X8.5;5DBALL PNTD BRIGHT SILVER METALLC,,300.00,
ALY85382U20 - WL;15-20 GLA CLS;18X7;5DBLALL PTD BRT SPARK SILV MET,,300.00,
ALY97864U77 - WL;2016-2020 MAZDA CX9 5 DBL SPK 20X8.5 LIGHT HYPER SILVER,,300.00,
ALY58160U35 - WL;17-20 GIULIA;18x8;20 SPOKEMACHD AND LIGHT CHARCOAL MET,,298.69,
ALY70010U20 - WL;17 TIGUAN;18X8;5DBL SPK,,298.69,
ALY85231U10 - WL;12-18 CLS550;18X9.5;5 SPKBRIGHT SPARKLE SLVR MACH REAR,,298.69,
ALY10113U30 - WL;17-19 EXPLR;20X8.5;5DBLALL PTD DARK CHARC MET,,298.27,
ALY70002U20 - WL;16-19 PASSAT;19X8;5 DBLALL PTD MED SILVER,,298.27,
ALY71543U20 - WL;12-19 3 SERIES;18X8;10 SPKALL PAINTED BRIGHT SILVER,,298.27,
ALY96303U45 - ALY96303U45,,298.27,
ALY99807U20 - ALY99807U20,,298.27,
ALY69452U20N - SILVERWL;04-09 CAM/SOL;17X7;5 SPOKE,,297.60,
ALY58159U20 - WL;17-19 GIULIA;18x8;10 SPOKEALL PAINTED SILVER,,297.49,
ALY10143U20 - WL;18-20 EXPEDITN;20x8.5;6 SPALL PAINTED SILVER,,297.07,
ALY62746U45 - WL;17-19 ROGUE;17X7;5VSPKALL PAINTED BLACK,,297.07,
ALY71325U20 - WL;09-19 BMW 7SER;18X8;10SPKALL PAINTED SILVER,,297.07,
ALY71339U20 - WL;09-16 7 SER;20X8.5;13V SPK,,297.07,
ALY71408U20 - WL;11-19 5 SERIES;18X8;10SPALL PAINTED SILVER,,297.07,
ALY85512U20 - WL;17 C CLS;18X7.5;5SPKALL PTD MED SILV MET; FRONT,,297.07,
ALY02187B80 - WL;06-09 DODGE PU;17X8;8 LUGPOLISHED,,296.31,
ALY70313U78 - WL;07-10 70/80;18X7;7DBL SPKHYPERSILVER,,296.20,
ALY96237U20 - ALY96237U20,,296.20,
ALY85236A45 - WL FT;12-16 MB E63 WGN;19X9;10BLK EGG MATTE CLR FLNG CUT,,295.50,
ALY96709U45 - WL;20 ESCAPE;19x7;10 SPLIT SPK MACH BLACK,,295.50,
ALY59367U78 - WL;01-06 M3;18x8;10SP;FRONTMEDIUM SMOKED HYPER SILVER,,295.00,
ALY05074U80 - WL;06-09 IMPALA;18x7;5SPKPOLISHED;06-07 MONTE CARLO,,292.80,
"ALY05132U80 - 2001 GMC Sierra 1500 17""x7.5"" (5132)",,292.80,
ALY05441U80 - WL;10-15 CAMARO;19X8;5SPKPOLISHED,,292.80,
ALY09159U45 - WL;16-19 CHRKEE;18X7;5SPKALL PTD GLOSS BLK NO CLR,,292.29,
ALY58976U20 - WL;16-18 S6;19X8.5;5DBL SPKALL PTD BRIGHT SILVER METALLIC,,292.29,
ALY59021U35 - WL;17-19 A3;18 INCH;5 DBL SPKMACHD AND MED CHARC,,292.29,
"ALY59559U20 - 2008 BMW 528i 18""x8"" (59559)",,292.29,
ALY70007U20 - WL;15-18 JETTA;17X7;5DBLALL PAINTED BRIGHT SILVER,,292.29,
ALY70904U35 - WL;17-18 ELANTRA;18X7.5;20SPKMACHD AND MED CHARCOAL,,292.29,
ALY71864U30 - WL;19-20 MDX;20x8.5;10 SPKALL PTD DARK CHARCOAL MET,,292.29,
ALY74341U30 - WL;16-20 LX570;21X8.5;10SPKMACHINED AND CHARCOAL,,292.29,
ALY74347U30 - WL;16-20 GS350;19X8;10SPKMACHD AND CHARC;FRONT,,292.29,
"ALY85297U35 - 2013-2016 Mercedes Benz GL350 20""x8.5"" (85297)",,292.29,
ALY96931U30 - ALY96931U30,,292.29,
ALY09137U90 - WL;14-16 GRND CHER;20X8;5 SPKPOLISHED AND MED CHARC MET,,291.70,
ALY59870U20 - WL;10-19 XJ;19X10;10-SPKALL PAINTED SILVER REAR,,290.02,
"September 13, 2021 2:48:24 PM EDT",Page 8 of ,,21
Factory Wheel Warehouse,,,
Gross Sales By Product,,,
Date Range: 04/01/2021 - 06/30/2021,,,
 ,,,
Product,,Sales,
ALY04095U85N - SILVER - CHROME 2010 | BUICK | ALLURE | 18x8 | 5-119mm (4in) | 7 SPOKE,,290.00,
ALY74214U79 - WL;06-08 IS250/350;18x8.5;10SPDARK SMOKED HYPERSILVER,,289.81,
"ALY96605U79 - 2020 Ford Explorer Aluminium 20""",,289.81,
ALY59925U20 - WL;16-19 JAG XF;19X8;7DBL,,288.82,
ALY70937U30 - WL;18-20 KONA;18x7.5;10 SLOTMACHINED AND DARK CHARCOAL,,288.82,
ALY96751U20 - ALY96751U20,,288.82,
ALY03408U80 - WL;00-04 FORD PU SD;16X7;5HOLE00-05 EXCSION/FLAT HUB ON BACK,,287.99,
ALY70892U78 - WL;16-17 VELOSTR;18X7.5;5SPMED SMOK HYPSL NO PLASTIC INS,,287.57,
ALY69943U45 - WL;11-13 GTI;18X7.5;10SPKMACHINED AND BLACK,,287.41,
ALY85144U20 - WL;10-12 GLK;20X8.5;10SPKALL PAINTED SILVER,,287.41,
ALY64116U45 - WL;17-19 CIVIC;20x8.5;5DBLALL PTD BLK;RED STRIPE ON LIP,,287.00,
ALY64963U77 - Mazda CX9 20x7.5 et45 Hyper Silver Wheel,,286.37,
ALY74225U78 - WL;10-12 ES350;17X7;10SPKMEDIUM SMOKED HYPERSILVER FF,,286.37,
ALY05615U77N - BRIGHT HYPERSILVER FF;NEW REPWL;14-19 IMPALA;20X8.5;15SPK,,285.57,
ALY05724U45 - WL;16-19 VOLT;17X7;5 SPLT MACHINED/BLACK,,285.20,
ALY64128U45 - WL;18-19 ACCORD;19x8.5;20 SPKALL PAINTED BLACK,,285.20,
ALY86047U10 - WL;14-18 X5;19X9;15SPKMACHD AND BRT SILVER,,284.00,
ALY97095U30 - 2012 TESLA MODEL S 21X9,,284.00,
ALY05764U45 - WL;16-18 CAMARO;20X9.5;5SPALL BLACK ;REAR;NON GROOVE,,281.24,
ALY05878U20 - WL RR;19-20 CAMRO;20x9.5;5 SPL,,281.24,
"ALY02380A90N - Wheel Rim Dodge,Jeep for Caliber,Compass MK,Patriot 2011-2017",,280.26,
ALY05872U30*CORE - WL FT;19-20 CAMARO;20x8.5;5DBL MACHINED/GREY,,280.00,
ALY09119U90 - WL;13-18 WRANGLER;18X7.5;5SPKPOLISHED WITH SPARK SILV FACE,,279.99,
ALY73729U78 - WL;11-14 QX56/80;22X8;9-SPKHYPERSILVER,,278.42,
ALY05906U45 - 2019-20 SIERA/SILVERADO 22X9,,277.35,
ALY59495U20 - WL;04-10 645I;19X9;7SPK;RRALL PAINTED SILVER,,275.13,
ALY05574U10 - WL;13-16 ACADIA;20X7.5;12SPKMACHD AND SILVER,,275.00,
ALY09164U90 - WL;17-19 GRND CHER;18X8;10SPKPOL  AND DARK CHAR MET,,275.00,
ALY10111U10 - WL;17-19 ESCAPE;19X8;5SPKMACHD AND LT SILV METALLIC,,275.00,
ALY10120U30 - WL;17-19 FUSION;18X8;5DBLALL PTD DARK CAHRCOAL,,275.00,
ALY64246U35 - 2017-2021 MAZDA CX5,,275.00,
ALY71844U35 - WL;17-19 MDX;18X8;5SPKMACHINED AND DARK CHAR MET,,275.00,
ALY85552U20 - WL;17-19 GLS CLS;19X8.5;5SPKALL PTD SPARKLE SILVER,,275.00,
mstickers - mstickers,,275.00,
ALY86102U20 - WL;15-18 X3/X4;19X8.5;5SPKALL PTD SPARK SILV;FRONT,,272.02,
ALY09190A45 - WL;17-18 COMPASS;18x7;5SPKALL PAINTED BLACK,,270.00,
ALY58941U20 - WL;05-9 A/S 4;18X8;7DBLSPSILVER METALLIC FULL FACE,,270.00,
ALY70332U35 - WL;08-11 VOL XC90;19X8;5 SPK,,270.00,
ALY86326U30 - WL;17-18 BMW 5 SER;18X8;20SMACHD AND DARK CHAR METALLIC,,270.00,
ALY96229U46 - 2018 BMW M240I_COUPE 18X7.5 5 DOUBLE SPOKE,,270.00,
ALY64081U45N - BLACK MACHINED; NEW REPLICAWL;15-17ACRD;18x8;10S,,269.51,
ALY74732U35 - WL;17-19 OPTIMA;18X7.5;10SPK,,267.49,
"September 13, 2021 2:48:24 PM EDT",Page 9 of ,,21
Factory Wheel Warehouse,,,
Gross Sales By Product,,,
Date Range: 04/01/2021 - 06/30/2021,,,
 ,,,
Product,,Sales,
ALY58760U20 - WL;03-06 AUDI A4;17x7.5;6 SPKSILVER,,260.68,
ALY63161U30 - ALY63161U30,,260.00,
ALY75152U45 - WL;14-16 COROLLA;17X7;14SPKMACHINED AND BLACK,,260.00,
ALY03768U80 - WL;09-12 FLEX;19X8;9 GRVD SPKSALL POLISHED,,258.27,
ALY05647U10 - WL;14-18 SILVERADO;18X8.5;5SPMACHINED AND SILVER,,258.00,
ALY70406U20 - WL;16-19 XC90;19X8;10SPALL PAINTED BRIGHT SILV MET,,258.00,
80 grit - Sand Paper,,254.38,
STL03828U20 - WL;10-19F250/350;17X7.5;5SP,,253.81,
ALY02233U80 - WL;05-12 DGE PU 2500;17X8;5SPK8 LUG;POLISHED,,250.00,
ALY05764U77 - WL;16-18 CAMARO;20X9.5;5SPLT HYPERSILV;REAR;NON GRV,,250.00,
ALY10105U20 - WL;17-18 CMAX;17X7;15SPKALL PTD SILVER,,250.00,
ALY62721U45 - WL;16-19 MAXIMA;18X8.5;5DBLMACHINED AND BLACK,,250.00,
ALY64108U45N - MACHINE AND BLACKWL;REPLICA;17-20 CIVIC;18X8;5D,,250.00,
ALY70895U30N - MACHD AND DARK CHARC METALLICWL;15-18 TUCSON;19X7.5;10SLT,,250.00,
ALY85277U10 - WL;12-16 MB ML;19X8.5;5 SPKLIGHT SILVER METALLIC MACHINED,,250.00,
ALY86044U30 - WL;14-18 X5;19X9;10SPKMACHD AND DARK CHARC METALLIC,,250.00,
ALY86134U30 - BMW 2-Series 18x8 et52,,250.00,
ALY96931U30*CORE - TESLA 2020 MODEL Y 21X10.5 48MM 118822700B charcoal*CORE 96931,,250.00,
"ALY69941U45 - 2012-2014 Volkswagen Jetta 18""x7.5"" (69941)",,245.00,
"ALY04835U77 - 2017-2020 Cadillac XT5 Aluminium 20""",,241.88,
ALY70371U10 - WL;11-15 XC60SER;18X7.5;6SPMACHINED AND CHARCOAL,,240.34,
ALY04673U78 - WL;11-14 CTS;18X9;14 SPK,,240.21,
ALY71763U79 - WL;07-08 TL;17X8;10 SPOKEDARK HYPERSILVER,,240.00,
ALY02404U77 - WL;11-14 AVENGER;18X7;5DBLSPKBRIGHT HYPERSILVER FF,,239.01,
ALY05646U10N - MACHINED AND SILV;NEW REPLICAWL;14-19 SILVERADO;18X8.5;5DBL,,238.57,
ALY59020U20 - WL;17-18 A3;17X7.5;5SPKALL PAINTED BRIGHT SILVER,,237.99,
ALY05795U20 - WL;17-20 ACADIA;17X7.5;6SPKALL PTD SPARK SILVER,,237.49,
ALY75198U30 - WL;16-18 RAV4;17X7;10VNMACHD AND CHARCOAL,,237.49,
DAS.75 - EURO PASTE 7.7 LBS. REMA,,237.00,
ALY02542U77 - WL;15-19 CHARGR;17X7;5DBLALL PTD BRT HYPERSILVER,,235.17,
ALY58919U20 - WL;13-16 Q5;19X8;5DBL SPKALL PANTD BRIGHT SILV MET,,235.00,
DAS.221-675-2 - PLASTIC HUNTER DUCKBILL RED,,234.50,
STL63894U20 - WL;06-14 RIDGELINE;17X7.5;5SPK,,234.41,
STL69409U20 - STL69409U20,,234.22,
ALY05614U10N - MACHD AND BRIGHT SPARK SILVERWL;REP;14-19 IMPALA;19X8.5;10S,,233.47,
STL01004U45 - 15X6;4.75BC;STD;77-86 GM,,233.18,
STL08096U20 - WL;05-13 SLVRDO;17X7.5;8HOLES,,233.02,
ALY70844U78 - WL;13-14 VELOSTER;18X7.5;5SPKMED SMKD HYPER;INSERT NT INC,,232.38,
STL05002U45 - STL05002U45,,231.98,
ALY67417U45 - WL;11-13PANAMER;20X9.5;15SPBLACK FRONT,,230.77,
ALY03810U80 - WL;10-12 MUSTG;18X8;10SPKPOLISHED,,230.22,
ALY03816U20 - WL;9-12 FLX/TAUR;17X7.5;8SPALL PAINTED SILVER,,230.00,
"September 13, 2021 2:48:24 PM EDT",Page 10 of ,,21
Factory Wheel Warehouse,,,
Gross Sales By Product,,,
Date Range: 04/01/2021 - 06/30/2021,,,
 ,,,
Product,,Sales,
ALY63149U45N - None None,,230.00,
ALY97879U20N - ALY97879U20N,,228.47,
ALY64048U35 - WL;13-15 ACCORD;18X8;10VNMACHINED AND GRAY,,225.00,
ALY71603U20 - WL;13 X1;18X8;14 SPKALL PAINTED SPARKLE SILVER,,225.00,
ALY96775U30 - ALY96775U30,,225.00,
ALY62721U30N - MACHD AND DRK CHARC METWL;16-19 MAXIMA;18X8.5;5DBL,,222.96,
ALY69980U45N - MACHINED AND BLK;NEW REPWL;15-19 GTI;18X7.5;5TWS SP,,222.96,
ALY10110U77N - SILVER - HYPER PAINT 2017 - 2018 | FORD | ESCAPE | 18x7.5 | 5-108mm (4in) | 10 SPOKE,,222.48,
ALY62719U45 - WL;16-17 ALTIMA;17x7.5;10 SPKMACHINED AND BLACK,,220.00,
ALY72246U20 - WL;13-17 LAND RVR;21X9.5;10SPKALL PAINTED SPARKLE SILVER,,218.75,
ALY69749U10 - WL;00-04 PASSAT;17X7;10 SPK,,218.49,
STL05659U20 - WL;14-19 SIER/SILV;17X8;7SPK,,217.86,
"ALY64958U78 - 2014-2016 Mazda 6 19""x7.5"" (64958)",,217.77,
ALY73803U30 - WL;18-20 Q60;20x9;10 SPOKEALL PAINTED DARK CHARCOAL,,217.62,
ALY03960U45 - WL;13-16 FUSN;18X8;10 DBL SALL PTD GLOSS BLACK,,217.61,
ALY05333U10 - WL;08-13 IMPALA;18X7;5 DBL SPKMACHINED AND SILVER,,217.61,
ALY70876U20 - WL;15-17 SONATA;17X7;14SPKALL PTD SPARKL SILVR;USES TPMS,,217.61,
ALY85121U20 - WL;10-13 S CLS;18X8.5;5SPBRIGHT SPARKLE SILVER FF,,217.61,
"ALY96430U35 - 2019-2021 Lexus ES350 Aluminium 17""",,217.61,
ALY65732U15 - WL;94-96 3000GT;16x8;7-SPOSILVER,,216.57,
aly68801u30 - WL;12-13 IMP WRX;18X8.5;10SPK,,216.23,
ALY69583A10 - WL;10-19 SIENNA;18x7;10SPSILVER METALLIC MACHINED,,216.23,
ALY72190U20 - WL;05-9 LNDRVRLR3;18X8;10SPKALL PAINTED SILVER,,216.23,
ALY74338U30 - WL;16-19 RX350/450H;20X8;5DBMACHINED AND DARK CHARC,,216.23,
ALY86227U20 - WL;16-19 MINI;17X7.5;10SPKALL PAINTED SILVER,,216.23,
ALY96147U35 - ALY96147U35,,216.23,
ALY96276U20 - WL;18 MODEL 3;18x8.5;5 DBL  SILVER,,216.23,
ALY70934U77 - WL;18-9 SONTA;18x7.5;5 DBL SPKUSES TPMS;PTD GREYISH BRT HYP,,215.11,
ALY02402U20 - WL;11-15 T/CNTY;17X6.5;20SPALL PAINT BRIGHT SILV BLK PRIM,,215.03,
ALY62611U20 - WL;14-15 XTERRA;16X7;6 DBLALL PAINTED SPARKLE SILVER,,215.03,
ALY62781U35 - WL;18-19 LEAF;17x6.5;5 SPOKEMACHINED AND MEDIUM CHARCOAL,,215.03,
ALY63149U45 - WL;19-20 PILOT;20x8;5 TRPL SPKMACHINED AND BLACK,,215.03,
ALY64069U20 - WL;15-16 CRV;17X7;5SPLT SPALL PTD BRT SILVER METALLIC,,215.03,
"ALY65332U20 - 2004-2005 Mercedes Benz E500 17""x8"" (65332)",,215.03,
ALY71440U20 - WL;11-13 X5;19X9;10 SPKALL PAINTED SILVER FRONT,,215.03,
ALY75189U30 - WL;16-19 TACOMA;16X7;12VNTMACHD AND CHARCOAL,,215.03,
ALY65523U20 - WL;08-9 CCLASS;17X8.5;7DBL SPKREAR;ALL PAINTED SILVER,,215.00,
ALY71428U10*CORE - ALY71428U10*CORE,,215.00,
ALY02479U45 - WL;13-16 DART;18X7.5;5 SPKALL PTD GLOSS BLACK,,213.94,
ALY59084U30 - WL;17-19 TTS;20x9;10 SPOKEMACHINED AND DARK CHARC,,213.70,
ALY74759U30 - WL;17-19 OPTIMA;17x7;5 SPKMACHINED/DARK CHARCOAL,,211.58,
ALY85180U20 - WL;8-16 SMRT;15X5.5;9-SPSILVER METALLIC FULL FACE REAR,,211.51,
ALY74617U20N - ALL PAINTED SPARKLE SILVERWL;10-12 SOUL;16X6.5;5SPLT,,210.91,
"September 13, 2021 2:48:24 PM EDT",Page 11 of ,,21
Factory Wheel Warehouse,,,
Gross Sales By Product,,,
Date Range: 04/01/2021 - 06/30/2021,,,
 ,,,
Product,,Sales,
ALY02247U10 - WL;05-08 MAGNUM;18X7.5;5SPK06-9 CHARGR;MACH W/SILVER VENT,,209.07,
ALY03400U10 - WL;00-03 F150 PU;16X7;5 SPOKE04 FORD PICKUP HERITAGE,,209.07,
ALY03136U10 - WL;94-6 FD PU/BRN;15X7.5;10HOL3/4 IN THK HOLES;W/O RVT;CAST,,209.00,
ALY71733U20N - ALL PAINTED SILVER;WO/TPMSWL;04-06 TL;17X8;5 SPOKE,,206.56,
ALY69444U10 - WL;04-10 SIENNA;16X6.5;6 SPOKEMACHINED AND SILVER,,202.49,
ALY70887U35 - WL;16-17 SONATA;17X7;10SPK,,202.27,
ALY96836U80 - ALY96836U80,,201.20,
ALY02308U10 - WL;08-14 AVENGR;17X6.5;5DBLSPMACHINED AND SILVER,,200.00,
ALY02529U20 - ALY02529U20,,200.00,
ALY05579U20*CORE - ALY05579U20*CORE,,200.00,
ALY62559U20 - WL;11-15 JUKE;17X7;5DBLSPKALL PAINTED SILVER,,200.00,
ALY65822U10 - WL;06-12 GALANT;16X6.5;10SPKMACHINED WITH SILVER VENTS,,200.00,
ALY68839U45 - WL;17-18 FORSTER;17X7;6SPKMACHINE AND BLACK,,200.00,
ALY71476U20 - WL;10-18 X3;18X8;5 V SPKALL PAINTED SILVER,,200.00,
"ALY71616U20 - 2012-2017 BMW 320i 18""x8"" (71616)",,200.00,
ALY71802U20 - WL;12-14 ACURA TL;18X8;5 SPKALL PAINTED SILVER,,200.00,
ALY71836U20 - WL;16-18 RDX;18X7.5;10SPKALL PT BRT SLV W BLK UNDRTONES,,200.00,
ALY04563U20 - WL;02-06ESCALD/EXT;17X7.5;7SPKREPLACES ALY04575U20,,197.62,
STL03023A45 - STL03023A45,,196.14,
STL69324U45 - STL69324U45,,196.14,
ALY05079U80N - SILVER - POLISHED 2002 - 2006 | CHEVROLET | AVALANCHE 2500 | 16x6.5 | 8-165mm (6in) | 10 Hole,,195.80,
STL02125U20 - STL02125U20,,195.46,
STL75218U45 - STL75218U45,,195.46,
ALY05291U10N - SILVER - MACHINED 2007 - 2011 | CHEVROLET | AVALANCHE 1500 SERIES | 20X8.5 | 5-139mm (5in) | 5 SPOKE,,195.30,
ALY03459U30 - WL;01-07 ESCAPE;16X7;5SPKMACHINED WITH CHARCOAL VENTS,,195.00,
ALY05300U10 - WL;07-13 AVA/SIL/TAH;18X8;5SPKSPARKLE SILVER MACHINED,,195.00,
ALY05829U20 - WL;18-19 EQUINOX;17x7;5SPLALL PAINTED SPARKLE SILVER,,195.00,
STL09077U20 - WL;07-17 PATRIOT;16X6.5;5SPK,,193.74,
ALY75202U20 - WL;16-19 PRIUS;15X6.5;5DBLALL PTD BRT SILVER,,192.50,
ALY03694U35*CORE - WL;08-09 TAURUS/X;17X7;8SPKMACHINED AND W/CHARCOAL VENTS,,192.00,
ALY74229U20 - WL;10-18 GX460;18X7.5;6SPKSILVER METALLIC FF,,191.49,
ALY02671U90*CORE - ALY02671U90*CORE,,190.00,
ALY64083U45 - Honda Accord Sport 19x8 Machined Black Wheel,,190.00,
"ALY64946U20 - 2012-2014 Mazda 3 16""x6.5"" (64946)",,190.00,
ALY05293U10 - WL;07-10 SILV/SERA;17X7.5;6 SPMACHINED W/SILVER POCKETS,,189.99,
"ALY03694U10*CORE - 2007-2011 Mercury Mariner 16""x7"" (3682)",,189.12,
ALY70936U20 - WL;18 KONA;17x7;20 SPOKEALL PAINTED MED SILVER SPARKLE,,187.49,
400 grit - sand paper,,186.60,
ALY65440U20 - WL;07 C CLASS;16X7;7 SPOKE05 C240/ALL PAINTED SILVER,,185.00,
ALY02164A10 - WL;02-5 DODGE 1500;17X8;5 SPKHAS LEDGE IN VNT/SINGL STP HUB,,183.41,
ALY02234U10 - WL;05 DURANGO;17X8;5SPKLEDGE IN VNT/MACH FLNGE HUB,,183.41,
"September 13, 2021 2:48:24 PM EDT",Page 12 of ,,21
Factory Wheel Warehouse,,,
Gross Sales By Product,,,
Date Range: 04/01/2021 - 06/30/2021,,,
 ,,,
Product,,Sales,
ALY02308U20 - WL;08-14 AVENGR;17X6.5;5DBLSPALL PAINTED SILVER,,183.41,
ALY04066U20 - WL;05-08 ALUR/LCRS;17X6.5;8 SPALL PAINTED SILVER,,183.41,
ALY69538U30 - WL;05-12 SCION TC/XD;18X7;7SPALL PAINTED CHARCOAL,,183.41,
"ALY96535U30 - 2020 Subaru Legacy Aluminium 18""",,183.41,
ALY06585U20 - WL;05-09 G6;17X7;5SPKALL PAINTED SILVER,,182.49,
ALY69897U20 - WL;10-16 JETA;16X6.5;10SPSILVER METALLIC FF,,182.49,
ALY74642U45 - WL;11-13SPORTAGE;18X7;10SPMACHINED AND BLACK,,182.49,
ALY03247U10 - WL;98-02 ESCRT/TRCR;15X5.5;6SP98-01 ESCORT ZX2,,182.44,
ALY63892U10 - WL;05 ACCORD HYBRD;16X6.5;5SPKMACHINED WITH SILVER VENTS,,182.44,
ALY65778U40 - WL;02-05 LANCER;15x6;5 SPOKEMED SILV SPARKLE FF/ W/STICKER,,182.44,
ALY69408U10 - WL;01-04 SEQUOIA;16X7;6SPKMACHINED AND MEDIUM SILVER,,182.44,
ALY69972U20 - WL;9-14 GOLF;16X6.5;5DBL SPKALL PTD SILVER METALLIC,,182.44,
ALY71394U20 - WL;8-13 3SER;16X7;5-V SPKALL PAINTED SILVER,,182.44,
ALY02400A20 - WL;08-12TWN CNTRY;16X6.5;7SPCD TRMAG;60.32 CP;ALL SPRK SIL,,181.24,
ALY05077U10 - WL;99-02 SIERRA;16X7;6FLTSP00-02 YUKON;03-04 SAFARI,,181.24,
ALY05843U15 - WL;18-19 TRAVERSE;18x7.5;10SPKMACHD AND MED SILVER METALLIC,,181.24,
ALY06547U10 - WL;01-05 GRAND AM;15X6SPARKLE SILVER,,181.24,
ALY07031U20 - WL;03-05 SATRN L;16x6.5;5 SPKSILVER,,181.24,
ALY09136U20 - WL;14-16 GRND CHER;18X8;10 SPKALL PAINTED BRIGHT SILVER,,181.24,
ALY59580U20 - WL;06-13 3SERIES;16x7;5SPKALL PAINTED SILVER,,181.24,
ALY68806U30 - WL;13-15 SUB CRSTREK;17X7;10VNMACHD AND DARK CHARC MET,,181.24,
ALY69384U10 - WL;00-1;CAMRY;16X6;10 SPOK;SILALL PAINTED SILVER,,181.24,
ALY69432U10 - WL;03-05 AVALON;16x6;5 SPKMACHINED W/SILVER VENTS,,181.24,
ALY69798U20 - WL;04-10 TOUAREG;17X7.5;5SPK,,181.24,
ALY69828U10 - WL;06-11 EOS/PAST;17X7.5;10 SPMACHINED WITH SILVE,,181.24,
ALY70879U30 - WL;15-17 SONATA;18X8;10SPKMACHD DARK CHARCOAL;USES TPMS,,181.24,
ALY73763U10 - WL;14-19 INF Q50;17X7.5;10 SPKMACHD AND MED SILV METALLIC,,181.24,
ALY74170U20 - WL;04-06 RX330;17X6.5;6 SPKALSO 06-08 RX400H,,181.24,
