Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
ALY86368U30,WL RR;18-20X3;21x9.5;10 SPL SPMACHINED AND DARK CHARCOAL,0,,ea,,182.14,
ALY86368U35,don�t use,0,,ea,,182.14,
ALY86373U45,18-20 BMW 640I GT 21X8.5 10 V SPOKE,0,,ea,,179.00,
ALY86383U10,2017-2020 BMW ALPINE 21X8.5 20 SPOKE,0,,ea,,125.00,
ALY86395U20*CORE,WL;17-19 CNTRYMAN;18x7.5;14SPKALL PAINTED SPARKLE SILVER,1,,ea,,31.11,
"September 13, 2021 2:44:28 PM EDT",,,Page 503 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
ALY86409U30,WL;18-19 640i;19x8.5;10 SPOKEMACHD/DARK CHARCOAL METALLIC,0,,ea,,124.00,
ALY86409U30*CORE,WL;18-19 640i;19x8.5;10 SPOKE,0,,ea,,70.00,
ALY86414U30,2019 2020 840I 85I 19X8,0,,ea,,124.00,
ALY86414U45,2019 2020 840I 85I 19X8,0,,ea,,0.00,
ALY86417U30,2019 BMW 850I 2020 BMW 840I 19X9,0,,ea,,124.00,
ALY86417U30*CORE,ALY86417U30*CORE,1,,ea,,74.48,
ALY86422U35,DON�T USE,0,,ea,,154.00,
ALY86422U45,WL;19 BMW M850i;20x8;5 Y SPOKE,0,,ea,,172.67,
ALY86422U45 cut thin,allpainted gloss black,0,,ea,,172.67,
ALY86422U45*CORE,ALY86422U45*CORE,0,,ea,,100.00,
ALY86428U35,WL;19 BMW M850i;20x9;5 Y SPKMACHD/MEDIUM CHARCOAL MATTE,1,,ea,,200.00,
ALY86442U45,ALY86442U45,1,,ea,,100.00,
ALY86451U45,WL RR;19 BMW M5;20x10.5;7Y SPKMACHINED BLACK,0,,ea,,124.00,
ALY86451U45*CORE,WL RR;19 BMW M5;20x10.5;7Y SPKMACHINED BLACK,0,,ea,,70.00,
ALY86457U20,2019 BMW X5 19X9,0,,ea,,124.00,
ALY86457U20*CORE,2019 BMW X5 19X9,0,,ea,,70.00,
ALY86459U10,WL;19 BMW X5;20x9;5 Y SPOKEMACHINED AND MEDIUM SILVER,3,,ea,,181.67,
ALY86459U10*CORE,WL;19 BMW X5;20x9;5 Y SPOKEMACHINED AND MEDIUM SILVER,2,,ea,,72.50,
ALY86459U35,DON�T USE,0,,ea,,181.67,
ALY86461U35,WL FT;19 BMW X5;20x9;10 SPOKEMACHD/DARK CHARCOAL METALLIC,0,,ea,,99.00,
ALY86461U35*CORE,"WL FT;19 BMW X5;20x9;10 SPOKE  MACH DARK CHAR ,ET",0,,ea,,45.00,
ALY86464U30,USE U35,0,,ea,,175.00,
ALY86464U35,"BMW X5 2019 20"" OEM Factory Wheel Rim",0,,ea,,175.00,
ALY86468U35,WL RR;19 BMW X5;21x10.5;5 Y SPMACHINED/MED CHARC MET,0,,ea,,150.75,
ALY86468U35*CORE,WL RR;19 BMW X5;21x10.5;5 Y SPMACHINED/MED CHARC MET,0,,ea,,97.50,
ALY86471U45,WL FT;19 BMW X5;22x9.5;15 SPK,0,,ea,,167.50,
"September 13, 2021 2:44:28 PM EDT",,,Page 504 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
ALY86471U45*CORE,WL FT;19 BMW X5;22x9.5;15 SPK,2,,ea,,87.50,
ALY86474U45,WL RR;19 BMW X5;22x10.5;15SPK,0,,ea,,180.00,
ALY86479U30,WL;18-19 X2;19x8;5 Y SPOKEMACHINED/DARK CHARCOAL MET,1,,ea,,99.00,
ALY86479U30*CORE,WL;18-19 X2;19x8;5 Y SPOKE  MACH DARK CHAR MET,0,,ea,,45.00,
ALY86501U35*CORE,ALY86501U35*CORE,1,,ea,,74.48,
ALY86509U30*CORE,ALY86509U30*CORE,1,,ea,,50.00,
ALY86568U35,ALY86568U35,1,,ea,,100.00,
ALY86582U35*CORE,ALY86582U35*CORE,1,,ea,,74.48,
ALY9131U45,ALY9131U45,0,,ea,,129.00,
ALY95132U20*CORE,ALY95132U20*CORE,2,,ea,,74.48,
ALY95135U45*CORE,ALY95135U45*CORE,6,,ea,,75.40,
ALY95159U30*CORE,ALY95159U30*CORE,1,,ea,,55.00,
ALY96001U30*CORE,670010981,2,,ea,,65.00,
ALY96018U77*CORE,CORE;2016-2017 PORSCHE MACAN 19X9 5 TRIPLE SPOKE,1,,ea,,75.00,
ALY96043U35,USE 70938,0,,ea,,94.00,
ALY96046U20,ALY96046U20,0,,ea,,104.00,
ALY96046U20*CORE,ALY96046U20*CORE,0,,ea,,50.00,
ALY96055U20*CORE,ALY96055U20*CORE,1,,ea,,25.00,
ALY96101U20*CORE,2017 TESLA MODEL X 20X9,3,,ea,,50.00,
ALY96102U30*CORE,ALY96102U30*CORE,0,,ea,,50.00,
ALY96106U30,"Maserati Levante 2018 21"" OEM Factory Wheel Rim ALY96106U30",0,,ea,,204.00,
ALY96106U35,USE U30,0,,ea,,204.00,
ALY96128U20,2018 AUDI A5 18X8.5,0,,ea,,99.00,
ALY96128U20*CORE,2018 AUDI A5 18X8.5,0,,ea,,45.00,
ALY96143U15,2017-2020 BMW 4 SERIES 19X8 5 DOUBLE MACHINED DARK SILVER METALLIC,0,,ea,,54.00,
ALY96143U15**CORE,ALY96143U15**CORE,0,,ea,,100.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 505 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
ALY96143U30*CORE,18-20 BMW 430I 19X8,0,,ea,,71.82,
ALY96144U15,2017-2020 BMW 4 SERIES 19X8 5 DBL SPOKE MACHINED DARK SILVER METALLIC,0,,ea,,107.00,
ALY96144U30*CORE,18-20 BMW 430I19X8.5,0,,ea,,53.00,
ALY96144U35*CORE,DON�T USE,0,,ea,,57.50,
ALY96171U20,WL;2019-20 FORD RANGER 17X8.5 6 DBL SPKE SILVER,1,,ea,,121.42,
ALY96202U20,ALY96202U20,0,,ea,,129.00,
ALY96202U20*CORE,09-11 AUDI A6 19X8.5,0,,ea,,75.00,
ALY96216U20,18-19 AUDI A5 18X8.5,0,,ea,,99.00,
ALY96219U35,ALY96219U35,0,,ea,,109.00,
ALY96219U35*CORE,ALY96219U35*CORE,0,,ea,,55.00,
ALY96227U79*CORE,18-20 CADILLAC CT6 20X8.5,1,,ea,,65.00,
ALY96228U30,2018 INFINITI Q60 CPE 20X9 5 SPOKE MACH DRK CHARCOAL,1,,ea,,198.64,
ALY96229U35,18-20 BMW 230I 18X7.5,0,,ea,,99.00,
ALY96229U35*CORE,18-20 BMW 230I 18X7.5,0,,ea,,45.00,
ALY96229U45*CORE,2018 BMW M240I_COUPE 18X7.5 5 DOUBLE SPOKE GLOSS BLACK,4,,ea,,105.00,
ALY96229U46,2018 BMW M240I_COUPE 18X7.5 5 DOUBLE SPOKE,0,,ea,,99.00,
ALY96229U46*CORE,2018 BMW M240I_COUPE 18X7.5 5 DOUBLE SPOKE,2,,ea,,45.00,
ALY96229U77*CORE,2018 BMW M240I_COUPE 18X7.5 5 DOUBLE SPOKE,0,,ea,,85.00,
ALY96230U45,2020 BMW 230I 18X8,1,,ea,,99.00,
ALY96230U45*CORE,2020 BMW 230I 18X8,0,,ea,,45.00,
ALY96231U20,"TESLA 19"" 19x8.5 +40 Silver",0,,ea,,128.48,
ALY96231U20*CORE,"TESLA 19"" 19x8.5 +40 Silver",1,,ea,,70.00,
ALY96234U45,2017 BENTLEY BENTAYAGA,2,,ea,,335.00,
ALY96237U20,ALY96237U20,0,,ea,,129.00,
ALY96237U20*CORE,ALY96237U20*CORE,1,,ea,,75.00,
ALY96249U30,"2018 TESLA MODEL S 21""",1,,ea,,154.00,
ALY96249U30*CORE,"2018 TESLA MODEL S 21""",2,,ea,,90.00,
ALY96250U20,2018 TESLA S 21X9 SILVER,0,,ea,,129.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 506 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
ALY96250U30,2018 TESLA S 21X9 CHARCOAL,0,,ea,,154.00,
ALY96250U30*CORE,2018 TESLA S 21X9 CHARCOAL,2,,ea,,95.00,
ALY96253U80,USE 10184,1,,ea,,150.00,
ALY96264U45,USE 09211,4,,ea,,125.00,
ALY96276U20,WL;18 MODEL 3;18x8.5;5 DBL  SILVER,0,,ea,,111.35,
ALY96276U30,"TESALA 3 18""",7,,ea,,112.88,
ALY96276U30*CORE,"TESALA 3 18""",7,,ea,,57.35,
ALY96276U35,ALY96276U35,0,,ea,,124.71,
ALY96276U35*CORE,2018 TESLA TESLA_3 18X8.5,20,,ea,,61.71,
ALY96276U45*CORE,2018 TESLA TESLA_3 18X8.5,0,,ea,,64.00,
ALY96279U30,ALY96279U30,1,,ea,,124.00,
ALY96294U45,ALY96294U45,1,,ea,,104.00,
ALY96294U45*CORE,18-20 PORSCHE CAYENNE 21X11,0,,ea,,50.00,
ALY96296U35,WL FT;17 LEVANTE;20X9;5SPLT MACH CHARCOAL,1,,ea,,275.00,
ALY96303U45,ALY96303U45,0,,ea,,107.00,
ALY96303U45*CORE,19-20 LEXUS NX300,1,,ea,,53.00,
ALY96308U30*CORE,18-20 BMW 230I 17X7.5,2,,ea,,45.00,
ALY96308U35*CORE,18-20 BMW 230I 17X7.5,0,,ea,,45.00,
ALY96318U20,2018 TESLA MODEL 3 20X8.5,0,,ea,,132.77,
ALY96318U20*CORE,2018 TESLA MODEL 3 20X8.5,12,,ea,,79.18,
ALY96323U30*CORE,USE 70944,0,,ea,,25.00,
ALY96333U80,2018-2020 CADILLAC CT6 20X8.5 10 SPOKE POLISHED,1,,ea,,125.00,
ALY96337U35,USE 86464,0,,ea,,175.00,
ALY96344U45,USE 2659,0,,ea,,125.00,
ALY96351U30*CORE,BMW 36117856707 8.5x20 +33-core,4,,ea,,72.50,
ALY96351U35*CORE,BMW 36117856707 8.5x20 +33-core,0,,ea,,71.67,
ALY96352U30,WL;2019 BMW 6 SERIES 20X9 5 DOUBLE SPOKE,0,,ea,,480.00,
ALY96386U45,18-20 MERCEDES C43 19X7.5,0,,ea,,124.00,
ALY96390U20,ALY96390U20,0,,ea,,94.00,
ALY96390U20*CORE,19-20 CHEVY SPARK 15X6,3,,ea,,40.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 507 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
ALY96406U20*CORE,USE 70952,0,,ea,,75.00,
ALY96409U10,ALY96409U10,0,,ea,,0.00,
ALY96409U10*CORE,2019 BMW X7 21X9.5 7 Y SPOKES,0,,ea,,112.50,
ALY96411U30,WL;2019-20 MURANO 18X7.5 5 SPOKE MACH CRK CHRCL,1,,ea,,154.00,
ALY96440U45,ALL PAINTED MEDIUM CHARCOAL METALLIC,1,,ea,,124.00,
ALY96445A80*CORE,2020 GMC 3500 SERIES TRUCK,1,,ea,,115.00,
ALY96446U45*CORE,ALY96446U45*CORE,4,,ea,,100.00,
ALY96464U35,2019 maxima 19x8 10 spoke mach dark charcoal,0,,ea,,175.00,
ALY96490U45,2019 CORVETTE 19X8.5,3,,ea,,80.00,
ALY96491U45,2019 CORVETTE 20X10,2,,ea,,80.00,
ALY96494U30,ALY96494U30,0,,ea,,99.00,
ALY96494U30*CORE,UK BP DARK CHARCOAL METALLIC FLANGE CUT,0,,ea,,45.00,
ALY96494U35*CORE,UK BP DARK CHARCOAL METALLIC FLANGE CUT,0,,ea,,45.00,
ALY96500U77,ALY96500U77,1,,ea,,249.59,
ALY96535U30,"2020 Subaru Legacy Aluminium 18""",0,,ea,,92.33,
ALY96535U30*CORE,2020 SUBARU LEGACY,2,,ea,,38.33,
ALY96560U20*CORE,TESLA S 21X8.5 10 SPOKES,2,,ea,,75.00,
ALY96561U20*CORE,TESLA 21X9 5 DOUBLE SPOKE,1,,ea,,75.00,
ALY96561U45*CORE,TESLA 21X9 5 DOUBLE SPOKE,1,,ea,,75.00,
ALY96562U30,ALY96562U30,0,,ea,,104.00,
ALY96562U30*CORE,ALY96562U30*CORE,0,,ea,,50.00,
ALY96565L45,2019 BENTLEY BENTAYGA 22X10 LEFT 5 SPLIT BLAck,0,,ea,,375.00,
ALY96565R45,2019 BENTLEY BENTAYGA 22X10 RH GLOSS BLACK 5 SPLIT SPKE,0,,ea,,375.00,
ALY96573U35,ALY96573U35,1,,ea,,520.00,
ALY96575U30,ALY96575U30,0,,ea,,143.83,
ALY96575U30*CORE,19-20 BMW X7,1,,ea,,71.67,
ALY96581U30*CORE,ALY96581U30*CORE,1,,ea,,200.00,
ALY96589U35,WL;19-21 MAZDA3;16x6.5;10 SPK,1,,ea,,150.02,
"September 13, 2021 2:44:28 PM EDT",,,Page 508 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
ALY96600U20*CORE,2020 JEEP GLADIATOR 17X7.5,4,,ea,,35.00,
ALY96618U35,ALY96618U35,0,,ea,,124.00,
ALY96618U35*CORE,2020 BMW 3 SERIES 19X8,0,,ea,,70.00,
ALY96620U30,WL;2019-2020 BMW 3 SERIES 18X7.5 5 SPLIT,0,,ea,,128.74,
ALY96620U30*CORE,"BMW 330i 2019 18"" OEM Factory Wheel Rim mach dark charcoal",1,,ea,,74.74,
ALY96621U45,WL;19-20 3 SERIES;19X8;5 SPLIT  MACHINED W/BLACK ACCENTS,1,,ea,,225.00,
ALY96621U45*CORE,ALY96621U45*CORE,2,,ea,,100.00,
ALY96622U45,19-20 BMW Z4 19X9,1,,ea,,144.00,
ALY96624U10*CORE,ALY96624U10*CORE AKA 5959,1,,ea,,65.00,
ALY96646U30*CORE,ALY96646U30*CORE,2,,ea,,65.00,
ALY96652U35,WL;20-21 ACADIA;18x7.5;6 SPLT,1,,ea,,100.00,
ALY96658U30,ALY96658U30,1,,ea,,175.00,
ALY96674U45,ALY96674U45,2,,ea,,175.00,
ALY96675U45,ALY96675U45,2,,ea,,175.00,
ALY96687U20,2014 MASERATI QUATTROPORTE 19X8.5,1,,ea,,57.00,
ALY96704U20U1,2020 CORVETTE 19X8.5 TAKE OFF,2,,ea,,125.00,
ALY96705U20U1,2020 CORVETTE 20X11 TAKE OFF,2,,ea,,125.00,
ALY96709U45,WL;20 ESCAPE;19x7;10 SPLIT SPK MACH BLACK,0,,ea,,175.00,
ALY96733U20,WL;20 VENUE;15x6;10 SPOKE,0,,ea,,126.87,
ALY96775U35*CORE,19-20 MAZDA 3 18X7,0,,ea,,40.00,
ALY96775U45,ALY96775U45,0,,ea,,94.00,
ALY96813U20,WL;20 CORSAIR;18x7.5;10 SPOKE  ALL PTD LIGHT SILVER MET,1,,ea,,175.00,
ALY96829U35,2020 BMW X3 19X7.5,0,,ea,,107.33,
ALY96829U35*CORE,BMW 36116877327 19X7.5+32 CHARCOAL-core,3,,ea,,53.33,
ALY96833U45,ALY96833U45,1,,ea,,275.00,
ALY96836U80,ALY96836U80,0,,ea,,225.00,
ALY96853U35,ALY96853U35,0,,ea,,129.00,
ALY96853U35*CORE,ALY96853U35*CORE,0,,ea,,75.00,
ALY96884U10,20x9.5 +67 cnc silver 11 spoke,1,,ea,,65.00,
ALY96886U45*CORE,ALY96886U45*CORE,8,,ea,,75.00,
ALY96921U30,2020 TESLA MODEL S 19X8.5,0,,ea,,118.17,
"September 13, 2021 2:44:28 PM EDT",,,Page 509 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
ALY96921U30*CORE,2020 TESLA MODEL S 19X8.5,10,,ea,,64.17,
ALY96930U30,TESLA 2020 MODEL Y 21X9.5 40MM 118822600B dark charcoal,0,,ea,,154.00,
ALY96930U30*CORE,TESLA 2020 MODEL Y 21X9.5 40MM 118822600B dark charcoal,2,,ea,,100.00,
ALY96931U30,ALY96931U30,0,,ea,,154.00,
ALY96931U30*CORE,TESLA 2020 MODEL Y 21X10.5 48MM 118822700B charcoal*CORE 96931,6,,ea,,100.00,
ALY96953U30,ALY96953U30,0,,ea,,129.00,
ALY96953U30*CORE,ALY96953U30*CORE,0,,ea,,75.00,
ALY96957U20*CORE,2017-2020 TESLA MODEL 3 19X8.5 7 SPOKE,1,,ea,,50.00,
ALY96958U20,ALY96958U20,0,,ea,,125.73,
ALY96958U20*CORE,TESLA 2020 MODEL Y 19X9.5 45MM 118822200B SILVER *CORE,12,,ea,,71.44,
ALY96964U20*CORE,TESLA 2020 MODEL S 19X8.5 7 SPLIT SPOKE,4,,ea,,61.25,
ALY96965U45,TESLA 2020 MODEL Y 20X9.5 45MM 118822300B BLACK*CORE 96965,5,,ea,,133.27,
ALY96965U45*CORE,TESLA 2020 MODEL Y 20X9.5 45MM 118822300B BLACK*CORE 96965,1,,ea,,79.27,
ALY96991U45,WL RR;20 MUSTANG;20x11;5 DBL ALL BLACK,2,,ea,,275.00,
ALY97039U20*CORE,ALY97039U20*CORE,2,,ea,,65.00,
ALY97041U20,ALY97041U20,2,,ea,,65.00,
ALY97084U20,12-13 MASERATI GRAN TURISMO 20X8.5,1,,ea,,275.00,
ALY97084U45,12-13 MASERATI GRAN TURISMO 20X8.5,0,,ea,,79.00,
ALY97084U45*CORE,ALY97084U45*CORE,0,,ea,,25.00,
ALY97088U20,2008 MERCEDES C-CLASS 16X7,1,,ea,,110.32,
ALY97095U20,2012 TESLA MODEL S 21X9,0,,ea,,154.00,
ALY97095U20*CORE,2012 TESLA MODEL S 21X9,0,,ea,,100.00,
ALY97095U30,2012 TESLA MODEL S 21X9,0,,ea,,154.00,
ALY97095U30*CORE,2012 TESLA MODEL S 21X9,2,,ea,,100.00,
ALY97107U20*CORE,2013 TESLA S 19X8,5,,ea,,58.00,
ALY97121U20,"2011-16 CLS 18""",0,,ea,,102.00,
ALY97121U20*CORE,"2015-2016 Mercedes Benz CLS550 18""x8.5"" (97121)",0,,ea,,48.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 510 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
ALY97130U20*CORE,ALY97130U20*CORE,2,,ea,,65.00,
ALY97194U10*CORE,ALY97194U10*CORE,1,,ea,,55.00,
ALY97200U20*CORE,TESLA 2015 MODEL D 19X8 5 DOUBLE SPOKES,0,,ea,,60.00,
ALY97207U20,USE 10046,0,,ea,,100.00,
ALY97241U80,2010-13 CADILLAC CTS18X9 10 SPOKE,1,,ea,,111.00,
ALY97241U80*CORE,10-13 CADILLAC  CTS,3,,ea,,57.00,
ALY97329U20*CORE,11-12 MITSUBISHI GALANT 16X6.5,1,,ea,,25.00,
ALY97343U35*CORE,2015 MASERATI GHIBLI MACH BLUISH SILVER,2,,ea,,100.00,
ALY97367U15,2016 MERCEDES E350 17X7.5,6,,ea,,110.00,
ALY97403U30*CORE,ALY97403U35*CORE,1,,ea,,50.00,
ALY97407U20,12-15 MERCEDES GL450,1,,ea,,175.00,
ALY97410U10,2018 MASERATI GRANSPORT 20X10.5,0,,ea,,196.14,
ALY97419U10*CORE,FERRARI FF SPEEDLINE 2011-15 20 X 8.5 FRONT CNC SILVER OEM WHEEL RIM 274882 97419,1,,ea,,65.00,
ALY97451U20,15-20 LAND ROVER DISCOVERY SPORT 20X8,0,,ea,,43.75,
ALY97462U15*CORE,2013-2014 MASERATI QUATTROPORTE 20C8.5 7 SPLIT,1,,ea,,125.00,
ALY97463U30*CORE,2013-14 QUATTROPORTE 20X10.5 7 SPLIT SPOKES MACH BLUISH SIVLER,1,,ea,,100.00,
ALY97526U20,14-15 AUDI A3,2,,ea,,175.00,
ALY97530U30*CORE,ALY97530U30*CORE,1,,ea,,125.00,
ALY97608U10,16-19 VOLVO XC90,5,,ea,,126.28,
ALY97630U77,"2011-2016 Mercedes Benz ML350 18""x8"" (97630)",1,,ea,,150.00,
ALY97632U20,"2014-2016 Mercedes Benz GLA250 18""x6.5"" (97632)",1,,ea,,125.00,
ALY97653U45,USE 59927,0,,ea,,100.00,
ALY97661U10,"2011-2016 Mercedes Benz SLK350 17""x7.5"" (97661)",1,,ea,,70.00,
ALY97669U45,ALY97669U45,2,,ea,,175.00,
ALY97683U20,09-11 AUDI A6 18X8,0,,ea,,74.00,
ALY97689U20,09-11 AUDI A6 18X8,1,,ea,,74.00,
ALY97689U77,09-11 AUDI A6 18X8,0,,ea,,74.00,
ALY97697U30,WL;14-15 GHIBLI;19X8.5;15SP,1,,ea,,119.00,
ALY97697U30*CORE,CORE;14-15 GHIBLI;19X8.5;15SP,2,,ea,,55.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 511 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
ALY97704U20*CORE,2016 LAND ROVER RANGE ROVER SPORT 22X10,1,,ea,,55.00,
ALY97704U90,2016 LAND ROVER RANGE ROVER SPORT 22X10,1,,ea,,300.00,
ALY97704U90*CORE,2016 LAND ROVER RANGE ROVER SPORT 22X10,0,,ea,,55.00,
ALY97709U20,15-16 CADILLAC CTS 19X8.5,2,,ea,,70.00,
ALY97720U20,17-19 BUICK LACROSSE 20X8.5,1,,ea,,74.00,
ALY97722U30,ALY97722U30,0,,ea,,104.00,
ALY97722u30*CORE,16X18 MAZDA CX3 18X7,0,,ea,,50.00,
ALY97724U35,Mercedes S-Class 20x9.5 et43.5 Rear Wheel,1,,ea,,175.00,
ALY97729U20,USE 5794,0,,ea,,73.54,
ALY97730U30,ALY97730U30,1,,ea,,124.00,
ALY97743U20,2015 ROLLS ROYCE GHOST 20X9.5,1,,ea,,104.00,
ALY97749U20,16-17 AUDI Q7 5 SPOKE,2,,ea,,175.00,
ALY97754U79,WL;15-18 EDGE;20X8.5;10SP,2,,ea,,129.00,
ALY97755U20,ALY97755U20,0,,ea,,119.05,
ALY97755U20*CORE,2016 TESLA MODEL S,11,,ea,,66.40,
ALY97755U30,ALY97755U30,1,,ea,,100.00,
ALY97755U30*CORE,2016 TESLA S 19X8 10 SPOKE GREY,7,,ea,,67.29,
ALY97757U20,ALY97757U20,1,,ea,,175.00,
ALY97771U20,ALY97771U20,0,,ea,,120.67,
ALY97771U20*CORE,16-17 TESLA MODEL X,1,,ea,,75.00,
ALY97771U45,16-17 TESLA MODEL X,0,,ea,,154.00,
ALY97771U45*CORE,16-17 TESLA MODEL X,1,,ea,,100.00,
ALY97790U20,"Audi A6 2017 18"" OEM Factory Wheel Rim",0,,ea,,99.00,
ALY97790U20*CORE,"Audi A6 2017 18"" OEM Factory Wheel Rim",0,,ea,,45.00,
ALY97800u20*CORE,CORE;17 TESLA X;20X9;10 SPK,11,,ea,,74.44,
ALY97801U20*CORE,16-17 TESLA MODEL X,18,,ea,,73.44,
ALY97802U20,2016 TESLA MODEL X,1,,ea,,50.00,
ALY97802U20*CORE,2016 TESLA MODEL X,1,,ea,,75.00,
ALY97803U20,2016 TESLA MODEL X,1,,ea,,127.00,
ALY97812U35,USE 59002,0,,ea,,100.00,
ALY97841U20,2017 AUDI A3,2,,ea,,125.00,
ALY97845U20,WL;16-17 TESLA X;22X10;10SP,1,,ea,,175.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 512 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
ALY97845U20*CORE,97845u20-core,3,,ea,,88.33,
ALY97845U45,"Tesla Model X 2018 22"" OEM Factory Wheel Rim",1,,ea,,157.03,
ALY97845U45*CORE,16-17 TESLA MODEL X,10,,ea,,102.12,
ALY97852U20*CORE,WL;2015-2016 AUDI Q5 5 SPOKE 18X8 SILVER,1,,ea,,65.00,
ALY97864U77,WL;2016-2020 MAZDA CX9 5 DBL SPK 20X8.5 LIGHT HYPER SILVER,1,,ea,,102.85,
ALY97864U77*CORE,WL;2016-2020 MAZDA CX9 5 DBL SPK 20X8.5 LIGHT HYPER SILVER,1,,ea,,75.00,
ALY97879U20,17-18 MAZDA 3 18X7,0,,ea,,165.00,
ALY97879U78,17-18 MAZDA 3 18X7,0,,ea,,94.00,
ALY97879U78*CORE,2017-18 MAZDA 3 18X7 10 SPOKE,0,,ea,,40.00,
ALY97879U79,ALY97879U79,0,,ea,,94.00,
ALY97879U79*CORE,ALY97879U79*CORE,0,,ea,,40.00,
ALY97923U30*CORE,"2017-2020 SONIC 16"" 5Y SPOKE",1,,ea,,17.00,
ALY97924U35,17-20 CHEVY SONIC,0,,ea,,79.00,
ALY97924U35*CORE,17-20 CHEVY SONIC,1,,ea,,25.00,
ALY97930U20*CORE,15-2020 PORSCHE MACAN 18X9,1,,ea,,55.00,
ALY97940U30*CORE,2018 AUDI S5 19X8.5,0,,ea,,65.00,
ALY97940U35,2018 AUDI S5 19X8.5,0,,ea,,119.00,
ALY97958U91*CORE,18-19 BMW  M4 20X9,1,,ea,,70.00,
ALY97968U35*CORE,2014 GLK250 19X8.5 5 SPOKE FF MED CHARCOAL,1,,ea,,65.00,
ALY97976U10,2017 LINCOLN CONTINENTAL 18X8,1,,ea,,196.14,
ALY97986U20*CORE,USE 70028,0,,ea,,43.33,
ALY97998U10,ALY97998U10,1,,ea,,100.00,
ALY98124U30,2011 MITUBISHI ENDEAVOR 18X8,0,,ea,,110.00,
ALY98159U77,2009-2010 Bentley Continental (98159),0,,ea,,159.00,
ALY98159U77*CORE,2009-2010 Bentley Continental (98159),2,,ea,,105.00,
ALY98166U20,ALY98166U20,0,,ea,,154.00,
ALY98166U20*CORE,MEDIUM SPARKLE SILVER FF,0,,ea,,100.00,
ALY98167U20*CORE,ALY98167U20*CORE,2,,ea,,65.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 513 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
ALY98168U20*CORE,2004 MASERATI QUATTROPORTE,3,,ea,,55.00,
ALY98169U20,2004 MASERATI QUATTROPORTE,1,,ea,,109.00,
ALY98169U20*CORE,2004 MASERATI QUATTROPORTE,3,,ea,,55.00,
ALY98221U35*CORE,"FERRARI CALIFORNIA 2010-12 20"" X8 FRONT MACHINED CHARCOAL OEM WHEEL 242156 98221",1,,ea,,65.00,
ALY98309U77,12-13 DODGE GRAND CARAVAN,1,,ea,,70.00,
ALY98448U20*CORE,ALY98448U20*CORE,2,,ea,,25.00,
ALY98466U20*CORE,ALY98466U20*CORE,1,,ea,,50.00,
ALY98577U20,2013 MERCEDES E-CLASS,1,,ea,,110.00,
ALY98578U20,2012 AUDI A7 19X8,1,,ea,,98.00,
ALY98581U20,09-11 MASERATI QUATTROPORTE,0,,ea,,89.00,
ALY98581U20*CORE,09-11 MASERATI QUATTROPORTE,1,,ea,,35.00,
ALY98682U20*CORE,07-11 AUDI A6,1,,ea,,50.00,
