Part Number,Magento Quantity,Total Quantity,Lowest Cost,Highest Cost,Warehouse,Warehouse Cost,Coast,Coast Cost,Perfection,Perfection Cost,Jante,Jante Cost,Road Ready,Road Ready Cost
ALY62443U20N,5,35,74.0,144.69,1,74.0,34,144.69,0,0,0,0,0,0
STL05030U45,1,1,12.47,12.47,1,12.47,0,0,0,0,0,0,0,0
ALY73640U10,1,1,45.0,45.0,1,45.0,0,0,0,0,0,0,0,0
ALY05135U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY68738U20,1,1,129.0,129.0,1,129.0,0,0,0,0,0,0,0,0
ALY85036U20,1,1,25.0,25.0,1,25.0,0,0,0,0,0,0,0,0
ALY03960U45,5,10,115.0,229.65,1,115.0,9,229.65,0,0,0,0,0,0
ALY73761U78,5,7,0.0,289.08,1,0.0,6,289.08,0,0,0,0,0,0
ALY98169U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY72311U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03407U10,1,1,65.0,65.0,1,65.0,0,0,0,0,0,0,0,0
ALY05059U10,1,1,94.0,94.0,1,94.0,0,0,0,0,0,0,0,0
ALY05173U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY62562U20,5,12,0.0,139.56,1,0.0,11,139.56,0,0,0,0,0,0
ALY65516U20,1,1,74.16,74.16,1,74.16,0,0,0,0,0,0,0,0
ALY72167U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY74175U20,1,1,50.0,50.0,1,50.0,0,0,0,0,0,0,0,0
ALY64106U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05569U79,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97803U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97755U20,5,28,0.0,229.65,1,0.0,27,229.65,0,0,0,0,0,0
ALY03622U10,5,5,33.02,165.85,1,33.02,4,165.85,0,0,0,0,0,0
ALY09035U10,1,1,100.0,100.0,1,100.0,0,0,0,0,0,0,0,0
ALY09076U20,5,6,109.0,139.56,1,109.0,5,139.56,0,0,0,0,0,0
ALY71334U20,1,1,191.51,191.51,1,191.51,0,0,0,0,0,0,0,0
ALY85233U20,1,1,55.0,55.0,1,55.0,0,0,0,0,0,0,0,0
ALY69359U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY74708U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY74654U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70283U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY65236U80,3,3,0.0,0.0,3,0.0,0,0,0,0,0,0,0,0
ALY05070U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY02248U10,5,8,63.73,165.85,1,63.73,7,165.85,0,0,0,0,0,0
ALY65394U20,1,1,75.0,75.0,1,75.0,0,0,0,0,0,0,0,0
ALY74571U20,1,1,117.75,117.75,1,117.75,0,0,0,0,0,0,0,0
ALY58967U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY10184U80,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97669U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY64103U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY85231U10,1,1,19.05,19.05,1,19.05,0,0,0,0,0,0,0,0
ALY85217U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY68777U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY10060U80,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96991U45,5,21,0.0,385.14,1,0.0,20,385.14,0,0,0,0,0,0
ALY68191U10,1,1,45.0,45.0,1,45.0,0,0,0,0,0,0,0,0
ALY02397U20,1,1,69.57,69.57,1,69.57,0,0,0,0,0,0,0,0
ALY72306U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97841U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96264U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96296U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY58745U20,1,1,99.0,99.0,1,99.0,0,0,0,0,0,0,0,0
ALY59493U20,2,2,110.0,110.0,2,110.0,0,0,0,0,0,0,0,0
ALY73675U20,1,1,89.0,89.0,1,89.0,0,0,0,0,0,0,0,0
ALY02248U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY71523U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY58740U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70268U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97041U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
STL09012U20,5,15,72.5,100.0,3,100.0,12,72.5,0,0,0,0,0,0
ALY05273U10,1,1,65.0,65.0,1,65.0,0,0,0,0,0,0,0,0
ALY86459U10,1,1,30.0,30.0,1,30.0,0,0,0,0,0,0,0,0
ALY69719U20,1,1,50.0,50.0,1,50.0,0,0,0,0,0,0,0,0
ALY85390U20,1,1,260.0,260.0,1,260.0,0,0,0,0,0,0,0,0
ALY70931U77,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY98309U77,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY10011U20,5,7,0.0,165.85,1,0.0,6,165.85,0,0,0,0,0,0
STL62618U45N,5,31,0.0,92.33,1,0.0,0,0,0,0,0,0,30,92.33
ALY69290U10,1,1,70.0,70.0,1,70.0,0,0,0,0,0,0,0,0
ALY69960U20,1,1,35.0,35.0,1,35.0,0,0,0,0,0,0,0,0
ALY71208U20,1,1,62.29,62.29,1,62.29,0,0,0,0,0,0,0,0
ALY73669U20,1,1,115.0,115.0,1,115.0,0,0,0,0,0,0,0,0
ALY73809U79,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05132U80,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59444U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY62295U10,1,1,109.0,109.0,1,109.0,0,0,0,0,0,0,0,0
ALY59740U20,1,1,165.85,165.85,1,165.85,0,0,0,0,0,0,0,0
ALY69947U20,1,1,124.0,124.0,1,124.0,0,0,0,0,0,0,0,0
ALY72202U20,5,5,75.0,229.65,1,75.0,4,229.65,0,0,0,0,0,0
ALY70398U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97407U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96078U77,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY64019U30N,5,26,100.0,135.7,1,100.0,0,0,0,0,25,135.7,0,0
ALY06022U10,1,1,109.0,109.0,1,109.0,0,0,0,0,0,0,0,0
ALY71671U10,1,1,20.45,20.45,1,20.45,0,0,0,0,0,0,0,0
ALY03559U20,1,1,110.0,110.0,1,110.0,0,0,0,0,0,0,0,0
ALY59379U20,1,1,87.5,87.5,1,87.5,0,0,0,0,0,0,0,0
ALY63934U20,5,125,80.0,165.85,1,80.0,124,165.85,0,0,0,0,0,0
ALY64933U20,1,1,129.0,129.0,1,129.0,0,0,0,0,0,0,0,0
ALY68217U20,1,1,75.0,75.0,1,75.0,0,0,0,0,0,0,0,0
ALY64966U79,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97749U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY69819U20N,5,12,65.0,121.84,1,65.0,11,121.84,0,0,0,0,0,0
ALY04033U10,1,1,40.0,40.0,1,40.0,0,0,0,0,0,0,0,0
ALY59534U20,1,1,119.0,119.0,1,119.0,0,0,0,0,0,0,0,0
ALY74560U20,1,1,104.0,104.0,1,104.0,0,0,0,0,0,0,0,0
ALY03988U30,5,13,120.0,165.85,1,120.0,12,165.85,0,0,0,0,0,0
ALY02675U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05903U45,1,1,115.0,115.0,1,115.0,0,0,0,0,0,0,0,0
ALY03944U80,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96709U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY06546U10,1,1,71.0,71.0,1,71.0,0,0,0,0,0,0,0,0
ALY68807A10,5,10,17.0,165.85,1,17.0,9,165.85,0,0,0,0,0,0
ALY62492U20,1,1,115.0,115.0,1,115.0,0,0,0,0,0,0,0,0
ALY69626U20,5,26,165.85,254.0,1,254.0,25,165.85,0,0,0,0,0,0
ALY64045U30,4,4,115.0,119.0,1,115.0,0,0,3,119.0,0,0,0,0
ALY05097U10,1,1,17.0,17.0,1,17.0,0,0,0,0,0,0,0,0
ALY59251U10,1,1,101.89,101.89,1,101.89,0,0,0,0,0,0,0,0
ALY68162R10,1,1,56.67,56.67,1,56.67,0,0,0,0,0,0,0,0
ALY03069U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59456U20,1,1,128.48,128.48,1,128.48,0,0,0,0,0,0,0,0
ALY05550U45,1,1,50.0,50.0,1,50.0,0,0,0,0,0,0,0,0
ALY69557U10,1,1,5.97,5.97,1,5.97,0,0,0,0,0,0,0,0
ALY72163U10,1,1,30.0,30.0,1,30.0,0,0,0,0,0,0,0,0
ALY03545U20,1,1,71.0,71.0,1,71.0,0,0,0,0,0,0,0,0
ALY03983U20,5,36,96.62,165.85,1,96.62,35,165.85,0,0,0,0,0,0
ALY58912U20,5,8,104.0,229.65,1,104.0,7,229.65,0,0,0,0,0,0
ALY68821U20,1,1,55.0,55.0,1,55.0,0,0,0,0,0,0,0,0
ALY01368U30,1,1,28.0,28.0,1,28.0,0,0,0,0,0,0,0,0
ALY05233U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05794U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70866U20N,5,26,89.0,167.37,1,89.0,0,0,0,0,25,167.37,0,0
ALY05830U10,5,16,45.0,165.85,1,45.0,15,165.85,0,0,0,0,0,0
ALY59221U10,1,1,133.65,133.65,1,133.65,0,0,0,0,0,0,0,0
ALY59289U10,1,1,85.0,85.0,1,85.0,0,0,0,0,0,0,0,0
ALY70784U20,5,8,50.0,165.85,1,50.0,7,165.85,0,0,0,0,0,0
ALY72171U20,1,1,125.0,125.0,1,125.0,0,0,0,0,0,0,0,0
ALY04044U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03399U80,5,5,0.0,226.32,1,0.0,4,226.32,0,0,0,0,0,0
ALY96985U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY74555U10,1,1,29.25,29.25,1,29.25,0,0,0,0,0,0,0,0
ALY58986U20,1,1,237.09,237.09,1,237.09,0,0,0,0,0,0,0,0
ALY59382U20,1,1,89.0,89.0,1,89.0,0,0,0,0,0,0,0,0
ALY65436U20,5,5,71.0,229.65,1,71.0,4,229.65,0,0,0,0,0,0
ALY58983U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05764U77,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96102U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY02061U10,1,1,79.0,79.0,1,79.0,0,0,0,0,0,0,0,0
ALY59331U10,5,5,204.0,229.65,1,204.0,4,229.65,0,0,0,0,0,0
ALY65779U20,1,1,112.0,112.0,1,112.0,0,0,0,0,0,0,0,0
ALY69580U20,5,22,165.85,198.64,1,198.64,21,165.85,0,0,0,0,0,0
ALY71475L20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY58803U20,1,1,118.82,118.82,1,118.82,0,0,0,0,0,0,0,0
ALY59514U20,1,1,125.0,125.0,1,125.0,0,0,0,0,0,0,0,0
ALY05716U77,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY74239U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97526U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96654U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY71680U10,1,1,33.0,33.0,1,33.0,0,0,0,0,0,0,0,0
ALY59391U20,1,1,74.0,74.0,1,74.0,0,0,0,0,0,0,0,0
ALY68861U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96653U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY65452U10,1,1,86.69,86.69,1,86.69,0,0,0,0,0,0,0,0
ALY03565U15,1,1,34.17,34.17,1,34.17,0,0,0,0,0,0,0,0
ALY59037U20,1,1,124.0,124.0,1,124.0,0,0,0,0,0,0,0,0
ALY68747U20,5,9,65.0,139.56,1,65.0,4,139.56,4,139.0,0,0,0,0
ALY71372U20,1,1,25.0,25.0,1,25.0,0,0,0,0,0,0,0,0
ALY74566U20,1,1,119.0,119.0,1,119.0,0,0,0,0,0,0,0,0
ALY62582U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY86047U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96234U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY06038U10,1,1,68.2,68.2,1,68.2,0,0,0,0,0,0,0,0
ALY06534U10,1,1,65.0,65.0,1,65.0,0,0,0,0,0,0,0,0
ALY03186A10,1,1,22.5,22.5,1,22.5,0,0,0,0,0,0,0,0
ALY59994U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY02027U55,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
STL03526U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY62806U30,5,33,0.0,165.85,2,0.0,31,165.85,0,0,0,0,0,0
ALY85031U10,1,1,66.25,66.25,1,66.25,0,0,0,0,0,0,0,0
ALY06528U20,1,1,57.3,57.3,1,57.3,0,0,0,0,0,0,0,0
ALY58749U20,5,8,71.86,229.65,1,71.86,7,229.65,0,0,0,0,0,0
ALY72179U20,1,1,100.0,100.0,1,100.0,0,0,0,0,0,0,0,0
ALY74195U20,5,9,94.0,165.85,1,94.0,8,165.85,0,0,0,0,0,0
ALY04826U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY73695U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05446U45,5,9,0.0,229.65,1,0.0,8,229.65,0,0,0,0,0,0
ALY03607U10,5,5,20.0,165.85,1,20.0,4,165.85,0,0,0,0,0,0
ALY63747U10,1,1,65.0,65.0,1,65.0,0,0,0,0,0,0,0,0
ALY06054U20,1,1,101.64,101.64,1,101.64,0,0,0,0,0,0,0,0
ALY64932U20,1,1,99.0,99.0,1,99.0,0,0,0,0,0,0,0,0
ALY70835U20,5,11,65.0,165.85,1,65.0,10,165.85,0,0,0,0,0,0
ALY04739U77,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05334U85,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05549U45,1,1,50.0,50.0,1,50.0,0,0,0,0,0,0,0,0
ALY96294U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59476U20,1,1,70.0,70.0,1,70.0,0,0,0,0,0,0,0,0
ALY59587U20,5,6,89.67,229.65,1,89.67,5,229.65,0,0,0,0,0,0
ALY70211U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY86568U15,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY07008U10,1,1,100.0,100.0,1,100.0,0,0,0,0,0,0,0,0
ALY59166U10,1,1,76.0,76.0,1,76.0,0,0,0,0,0,0,0,0
ALY05794U20,5,28,114.0,229.65,1,114.0,27,229.65,0,0,0,0,0,0
ALY65470U20,1,1,30.0,30.0,1,30.0,0,0,0,0,0,0,0,0
ALY73732U20,1,1,50.0,50.0,1,50.0,0,0,0,0,0,0,0,0
ALY64050U30,5,8,115.0,229.65,1,115.0,7,229.65,0,0,0,0,0,0
ALY03008U10,1,1,94.0,94.0,1,94.0,0,0,0,0,0,0,0,0
ALY03107U10,1,1,66.25,66.25,1,66.25,0,0,0,0,0,0,0,0
ALY03544U15,1,1,30.0,30.0,1,30.0,0,0,0,0,0,0,0,0
ALY02376U20,1,1,50.0,50.0,1,50.0,0,0,0,0,0,0,0,0
ALY63846U20,1,1,99.0,99.0,1,99.0,0,0,0,0,0,0,0,0
ALY70817U20,5,24,165.85,175.0,1,175.0,23,165.85,0,0,0,0,0,0
ALY71162U20,5,10,119.0,229.65,1,119.0,8,229.65,1,211.0,0,0,0,0
ALY71163U20,1,1,65.0,65.0,1,65.0,0,0,0,0,0,0,0,0
ALY62401U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY74382U79,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY09216U20,5,33,60.0,139.56,3,60.0,14,139.56,16,124.0,0,0,0,0
ALY71702U10,1,1,40.0,40.0,1,40.0,0,0,0,0,0,0,0,0
ALY86351U10,1,1,50.0,50.0,1,50.0,0,0,0,0,0,0,0,0
ALY02417U20,5,28,25.0,165.85,1,25.0,27,165.85,0,0,0,0,0,0
ALY59904U20,1,1,99.0,99.0,1,99.0,0,0,0,0,0,0,0,0
ALY71281U20,1,1,79.0,79.0,1,79.0,0,0,0,0,0,0,0,0
ALY59883U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY64037U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05093U10,1,1,124.0,124.0,1,124.0,0,0,0,0,0,0,0,0
ALY58847U10,5,13,71.0,229.65,1,71.0,12,229.65,0,0,0,0,0,0
ALY58707U20,5,6,100.0,139.56,1,100.0,5,139.56,0,0,0,0,0,0
ALY62465U20,1,1,78.75,78.75,1,78.75,0,0,0,0,0,0,0,0
ALY85154U20,1,1,100.0,100.0,1,100.0,0,0,0,0,0,0,0,0
ALY86187U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59289U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05032U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59331U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY86501U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY06027U10,1,1,109.0,109.0,1,109.0,0,0,0,0,0,0,0,0
ALY70847U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY85422U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY09119U91,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97367U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY02146U10,1,1,75.0,75.0,1,75.0,0,0,0,0,0,0,0,0
ALY05066U10,1,1,104.0,104.0,1,104.0,0,0,0,0,0,0,0,0
ALY59332U10,1,1,70.0,70.0,1,70.0,0,0,0,0,0,0,0,0
ALY97661U10,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97367U15,3,3,0.0,0.0,3,0.0,0,0,0,0,0,0,0,0
ALY74370U95,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY62422U20,1,1,312.37,312.37,1,312.37,0,0,0,0,0,0,0,0
ALY69490U20,1,1,100.0,100.0,1,100.0,0,0,0,0,0,0,0,0
ALY72260U20,1,1,189.5,189.5,1,189.5,0,0,0,0,0,0,0,0
ALY74592U20,1,1,100.0,100.0,1,100.0,0,0,0,0,0,0,0,0
ALY03771U20,5,12,110.0,229.65,1,110.0,11,229.65,0,0,0,0,0,0
ALY05429U45,1,1,115.0,115.0,1,115.0,0,0,0,0,0,0,0,0
ALY59321U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96276U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY02093U10,1,1,17.0,17.0,1,17.0,0,0,0,0,0,0,0,0
ALY74294U79,5,5,0.0,289.08,1,0.0,4,289.08,0,0,0,0,0,0
ALY58161U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96230U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96829U35,1,1,40.19,40.19,1,40.19,0,0,0,0,0,0,0,0
ALY02151U10,1,1,27.0,27.0,1,27.0,0,0,0,0,0,0,0,0
ALY71669R10,1,1,43.75,43.75,1,43.75,0,0,0,0,0,0,0,0
ALY86128U30,1,1,115.0,115.0,1,115.0,0,0,0,0,0,0,0,0
ALY03648U45,1,1,50.0,50.0,1,50.0,0,0,0,0,0,0,0,0
ALY09118U91,5,5,0.0,248.79,1,0.0,4,248.79,0,0,0,0,0,0
ALY62517U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY02669U20,5,39,0.0,165.85,1,0.0,22,165.85,16,139.0,0,0,0,0
ALY59962U20,1,1,175.0,175.0,1,175.0,0,0,0,0,0,0,0,0
ALY69590U20,5,29,75.0,165.85,1,75.0,28,165.85,0,0,0,0,0,0
ALY85115U20,1,1,115.0,115.0,1,115.0,0,0,0,0,0,0,0,0
ALY86046U20,1,1,115.0,115.0,1,115.0,0,0,0,0,0,0,0,0
ALY04673U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96687U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03999U20N,5,26,72.0,234.78,1,72.0,0,0,0,0,25,234.78,0,0
ALY03579U20,5,7,71.84,139.56,1,71.84,6,139.56,0,0,0,0,0,0
ALY58805U20,1,1,72.0,72.0,1,72.0,0,0,0,0,0,0,0,0
ALY69845U20,1,1,75.0,75.0,1,75.0,0,0,0,0,0,0,0,0
ALY85265U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59609U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY99844U80,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03179U10,1,1,75.0,75.0,1,75.0,0,0,0,0,0,0,0,0
ALY69248U10,1,1,70.0,70.0,1,70.0,0,0,0,0,0,0,0,0
ALY73680U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
STL03615U20,1,1,7.17,7.17,1,7.17,0,0,0,0,0,0,0,0
ALY03434U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY65350U20,4,4,124.0,182.0,1,124.0,0,0,3,182.0,0,0,0,0
ALY03911U79,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05551U80,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59249U10,1,1,200.0,200.0,1,200.0,0,0,0,0,0,0,0,0
ALY09137U45,5,9,54.0,229.65,1,54.0,8,229.65,0,0,0,0,0,0
ALY03555U80,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY10107U80,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96491U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03595U20,1,1,80.76,80.76,1,80.76,0,0,0,0,0,0,0,0
ALY62500U20,5,23,139.56,149.0,1,149.0,22,139.56,0,0,0,0,0,0
ALY67401U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70029U20,1,1,249.59,249.59,1,249.59,0,0,0,0,0,0,0,0
ALY70842U20,2,2,65.0,182.0,1,65.0,0,0,1,182.0,0,0,0,0
ALY98577U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
STL69458U45,1,1,100.0,100.0,1,100.0,0,0,0,0,0,0,0,0
STL74581U45N,5,31,63.65,100.0,1,100.0,0,0,0,0,0,0,30,63.65
ALY03683U10,1,1,114.0,114.0,1,114.0,0,0,0,0,0,0,0,0
ALY65184U10,1,1,84.0,84.0,1,84.0,0,0,0,0,0,0,0,0
ALY74761U20,5,40,50.0,165.85,1,50.0,39,165.85,0,0,0,0,0,0
ALY86266U20,1,1,124.0,124.0,1,124.0,0,0,0,0,0,0,0,0
ALY86095U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY64963U77,5,8,0.0,289.08,1,0.0,7,289.08,0,0,0,0,0,0
ALY65517U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70717U20,1,1,65.0,65.0,1,65.0,0,0,0,0,0,0,0,0
ALY73677U20,1,1,115.0,115.0,1,115.0,0,0,0,0,0,0,0,0
ALY85099U20,5,5,25.0,229.65,1,25.0,4,229.65,0,0,0,0,0,0
ALY74678U30,5,30,0.0,165.85,1,0.0,29,165.85,0,0,0,0,0,0
ALY74755U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96237U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY63893U10,1,1,75.0,75.0,1,75.0,0,0,0,0,0,0,0,0
ALY74775U30,1,1,115.0,115.0,1,115.0,0,0,0,0,0,0,0,0
ALY85353U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96884U10,1,1,100.0,100.0,1,100.0,0,0,0,0,0,0,0,0
ALY71669L10,1,1,25.07,25.07,1,25.07,0,0,0,0,0,0,0,0
ALY62435U20,1,1,40.0,40.0,1,40.0,0,0,0,0,0,0,0,0
ALY71866U10,1,1,20.0,20.0,1,20.0,0,0,0,0,0,0,0,0
ALY71536U20,5,10,76.5,165.85,1,76.5,9,165.85,0,0,0,0,0,0
ALY70005U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05443U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY98684U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY73763U10,5,18,85.0,165.85,2,85.0,16,165.85,0,0,0,0,0,0
ALY58853U20,1,1,124.0,124.0,1,124.0,0,0,0,0,0,0,0,0
ALY65204U20,1,1,181.67,181.67,1,181.67,0,0,0,0,0,0,0,0
ALY71382U20,1,1,65.0,65.0,1,65.0,0,0,0,0,0,0,0,0
ALY71552U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY04600U10,5,12,75.0,165.85,1,75.0,11,165.85,0,0,0,0,0,0
ALY03901U20,5,7,70.0,165.85,1,70.0,6,165.85,0,0,0,0,0,0
ALY62443U20,1,1,76.45,76.45,1,76.45,0,0,0,0,0,0,0,0
ALY64847U20,1,1,74.0,74.0,1,74.0,0,0,0,0,0,0,0,0
ALY58821U77,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97088U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
STL69409U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59819U10,1,1,85.0,85.0,1,85.0,0,0,0,0,0,0,0,0
ALY05095U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY71338U20,1,1,129.0,129.0,1,129.0,0,0,0,0,0,0,0,0
ALY74637U20,5,24,100.0,139.56,1,100.0,23,139.56,0,0,0,0,0,0
