Part Number,Magento Quantity,Total Quantity,Lowest Cost,Highest Cost,Warehouse,Warehouse Cost,Coast,Coast Cost,Perfection,Perfection Cost,Jante,Jante Cost,Road Ready,Road Ready Cost
ALY97697U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY58776U,5,18,0.0,152.0,1,0.0,6,12.5,11,152.0,0,0,0,0
ALY74674U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY86328U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY65437U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY64871U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY74749U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY64932U,5,41,0.0,139.0,1,0.0,24,12.5,16,139.0,0,0,0,0
ALY03545U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY09084U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY86099U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY62402U,5,20,0.0,119.0,1,0.0,12,12.5,7,119.0,0,0,0,0
ALY70899U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY68793U,5,12,0.0,12.5,1,0.0,11,12.5,0,0,0,0,0,0
ALY71314U,5,17,0.0,12.5,1,0.0,16,12.5,0,0,0,0,0,0
ALY03907U,5,16,0.0,152.0,1,0.0,10,12.5,5,152.0,0,0,0,0
ALY05102A,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY65791U,5,16,0.0,124.0,1,0.0,10,12.5,5,124.0,0,0,0,0
ALY59396U,5,29,0.0,211.0,1,0.0,12,12.5,16,211.0,0,0,0,0
ALY67235U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05135U,5,7,0.0,119.0,1,0.0,0,0,6,119.0,0,0,0,0
ALY71836U,5,8,0.0,12.5,1,0.0,7,12.5,0,0,0,0,0,0
ALY02055U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY64105U,5,16,0.0,182.0,1,0.0,0,0,15,182.0,0,0,0,0
ALY62438U,5,10,0.0,12.5,1,0.0,9,12.5,0,0,0,0,0,0
ALY05308U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY68815U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY72310U,1,1,77.75,77.75,1,77.75,0,0,0,0,0,0,0,0
ALY02397U,5,9,0.0,12.5,1,0.0,8,12.5,0,0,0,0,0,0
ALY96446U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY68767U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY09075U,5,27,0.0,124.0,2,0.0,20,12.5,5,124.0,0,0,0,0
ALY03860U,5,51,0.0,211.0,1,0.0,34,12.5,16,211.0,0,0,0,0
ALY03633U,5,43,0.0,124.0,1,0.0,26,12.5,16,124.0,0,0,0,0
ALY05950U,5,344,0.0,314.0,1,0.0,327,12.5,16,314.0,0,0,0,0
STL03104U45N,5,44,82.5,165.0,1,165.0,43,82.5,0,0,0,0,0,0
ALY59955U20,1,1,175.0,175.0,1,175.0,0,0,0,0,0,0,0,0
ALY64923U20,1,1,74.37,74.37,1,74.37,0,0,0,0,0,0,0,0
ALY02020U55,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59367U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY74252U79,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05869U,5,27,0.0,211.0,1,0.0,10,12.5,16,211.0,0,0,0,0
ALY68801U,5,12,0.0,12.5,1,0.0,11,12.5,0,0,0,0,0,0
ALY62562U,5,109,0.0,124.0,1,0.0,92,12.5,16,124.0,0,0,0,0
ALY85036U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70210U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY02380A,5,9,0.0,12.5,1,0.0,8,12.5,0,0,0,0,0,0
ALY71577U,2,2,0.0,0.0,2,0.0,0,0,0,0,0,0,0,0
ALY71578U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY85481U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY67264U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY64929U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY86350U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70674U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70853U,5,20,0.0,12.5,2,0.0,18,12.5,0,0,0,0,0,0
ALY03395U,5,6,0.0,119.0,1,0.0,0,0,5,119.0,0,0,0,0
ALY71608U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY85240U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97462U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY69887U,5,45,0.0,124.0,2,0.0,37,12.5,6,124.0,0,0,0,0
ALY85598U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59948U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY71471U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY85240U20,1,1,144.0,144.0,1,144.0,0,0,0,0,0,0,0,0
ALY71231U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY85062U78,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY71541U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY86442U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05247U,5,11,0.0,119.0,1,0.0,0,0,10,119.0,0,0,0,0
ALY69947U,5,9,0.0,12.5,1,0.0,8,12.5,0,0,0,0,0,0
ALY03175U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03514U,5,14,0.0,119.0,1,0.0,6,12.5,7,119.0,0,0,0,0
ALY04843U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59289U,5,26,0.0,119.0,2,0.0,15,12.5,9,119.0,0,0,0,0
ALY70029U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY63846U,5,11,0.0,119.0,1,0.0,0,0,10,119.0,0,0,0,0
ALY58825U,5,7,0.0,12.5,1,0.0,6,12.5,0,0,0,0,0,0
ALY05031U,5,14,0.0,12.5,1,0.0,13,12.5,0,0,0,0,0,0
ALY02453U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY63857U,5,104,0.0,119.0,1,0.0,87,12.5,16,119.0,0,0,0,0
ALY63152U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY67428U,5,8,0.0,211.0,1,0.0,0,0,7,211.0,0,0,0,0
ALY59868U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97343U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY75171U,5,54,0.0,12.5,1,0.0,53,12.5,0,0,0,0,0,0
ALY02026U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY68796U,5,17,0.0,139.0,1,0.0,0,0,16,139.0,0,0,0,0
ALY05896U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY02362U,5,35,0.0,119.0,3,0.0,25,12.5,7,119.0,0,0,0,0
ALY70932U,5,7,0.0,12.5,1,0.0,6,12.5,0,0,0,0,0,0
ALY05641U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY75197U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY74673U95,2,2,0.0,0.0,2,0.0,0,0,0,0,0,0,0,0
ALY85389U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY69888U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
STL02479U20,4,4,0.0,0.0,4,0.0,0,0,0,0,0,0,0,0
ALY70031U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY68248U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05083U,5,10,0.0,124.0,1,0.0,0,0,9,124.0,0,0,0,0
ALY74292U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY74761U,5,53,0.0,12.5,1,0.0,52,12.5,0,0,0,0,0,0
ALY59221U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59251U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY85334U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY62822U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY62601U,5,16,0.0,12.5,1,0.0,15,12.5,0,0,0,0,0,0
ALY07008U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59467U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70475U,5,17,0.0,211.0,1,0.0,0,0,16,211.0,0,0,0,0
ALY74673U,5,13,0.0,12.5,1,0.0,12,12.5,0,0,0,0,0,0
ALY01346L,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY01347R,5,7,0.0,12.5,1,0.0,6,12.5,0,0,0,0,0,0
ALY74326U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY71488U,5,13,0.0,12.5,1,0.0,12,12.5,0,0,0,0,0,0
ALY74731U,5,21,0.0,12.5,1,0.0,20,12.5,0,0,0,0,0,0
ALY75161U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY73703U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY85695U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY85422U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY02629U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05130U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY01320U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY02659U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY71868U35,5,8,0.0,229.65,1,0.0,7,229.65,0,0,0,0,0,0
ALY75208U45,5,22,0.0,229.65,1,0.0,21,229.65,0,0,0,0,0,0
ALY02629U80,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY64979U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03828U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96843U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY75194U,5,10,0.0,12.5,1,0.0,9,12.5,0,0,0,0,0,0
ALY70039U,5,17,0.0,211.0,1,0.0,0,0,16,211.0,0,0,0,0
ALY58827U,5,8,0.0,12.5,1,0.0,7,12.5,0,0,0,0,0,0
ALY09224U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY69766U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY71708U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY06579U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY01646U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97039U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05064U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY72291U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05029U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05567U,5,17,0.0,124.0,1,0.0,8,12.5,8,124.0,0,0,0,0
ALY64821U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03705U,5,33,0.0,124.0,1,0.0,19,12.5,13,124.0,0,0,0,0
ALY96276U20,5,20,0.0,229.65,1,0.0,19,229.65,0,0,0,0,0,0
ALY03683U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59452U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY99913U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY62408U,5,12,0.0,124.0,1,0.0,6,12.5,5,124.0,0,0,0,0
ALY62551U,5,87,0.0,124.0,1,0.0,72,12.5,14,124.0,0,0,0,0
ALY68866U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY74732U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03360U10,1,1,65.0,65.0,1,65.0,0,0,0,0,0,0,0,0
ALY59084U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY63145U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97207U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
STL01204U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY64894U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03972U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70841U,5,13,0.0,12.5,1,0.0,12,12.5,0,0,0,0,0,0
ALY59008U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03944U,5,33,0.0,12.5,1,0.0,32,12.5,0,0,0,0,0,0
ALY03945U,5,34,0.0,12.5,1,0.0,33,12.5,0,0,0,0,0,0
ALY97704U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY71277U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY65360U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY09073U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03989U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY68720U,5,16,0.0,119.0,1,0.0,6,12.5,9,119.0,0,0,0,0
ALY63771U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY02247U10,1,1,100.0,100.0,1,100.0,0,0,0,0,0,0,0,0
ALY59393U20,1,1,71.0,71.0,1,71.0,0,0,0,0,0,0,0,0
ALY70858U20,5,19,115.0,165.85,1,115.0,18,165.85,0,0,0,0,0,0
ALY71543U20,1,1,65.0,65.0,1,65.0,0,0,0,0,0,0,0,0
ALY70899U79,2,2,0.0,0.0,2,0.0,0,0,0,0,0,0,0,0
ALY74392U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY65266U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY02511U,5,23,0.0,12.5,1,0.0,22,12.5,0,0,0,0,0,0
ALY70952U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59343U,5,23,0.0,124.0,1,0.0,6,12.5,16,124.0,0,0,0,0
ALY05560U,5,46,0.0,139.0,1,0.0,29,12.5,16,139.0,0,0,0,0
ALY73652U,5,7,0.0,119.0,1,0.0,0,0,6,119.0,0,0,0,0
ALY63858U,5,15,0.0,119.0,1,0.0,7,12.5,7,119.0,0,0,0,0
ALY68162R,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY58182U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY72234U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY68792U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY65307U,5,16,0.0,12.5,3,0.0,13,12.5,0,0,0,0,0,0
ALY96101U,1,1,71.0,71.0,1,71.0,0,0,0,0,0,0,0,0
ALY69450U,5,85,0.0,124.0,1,0.0,68,12.5,16,124.0,0,0,0,0
ALY59495U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59471U,5,38,0.0,124.0,1,0.0,21,12.5,16,124.0,0,0,0,0
ALY64819U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY69714U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY73700U,5,16,0.0,12.5,1,0.0,15,12.5,0,0,0,0,0,0
ALY59037U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY68818U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY86364U,1,1,104.0,104.0,1,104.0,0,0,0,0,0,0,0,0
ALY70839U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY68760U,5,17,0.0,139.0,1,0.0,8,12.5,8,139.0,0,0,0,0
ALY04681U80,5,7,0.0,291.15,3,0.0,4,291.15,0,0,0,0,0,0
ALY04681U,5,16,0.0,12.5,1,0.0,15,12.5,0,0,0,0,0,0
ALY72697U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY04044U,5,20,0.0,12.5,1,0.0,19,12.5,0,0,0,0,0,0
ALY71477U,5,16,0.0,12.5,1,0.0,15,12.5,0,0,0,0,0,0
STL09072U,5,92,0.0,17.5,1,0.0,91,17.5,0,0,0,0,0,0
ALY03638U,5,44,0.0,124.0,1,0.0,27,12.5,16,124.0,0,0,0,0
ALY69474U,5,27,0.0,124.0,1,0.0,10,12.5,16,124.0,0,0,0,0
ALY96250U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY98727U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY96018U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05694U,5,21,0.0,12.5,1,0.0,20,12.5,0,0,0,0,0,0
ALY74171U,5,27,0.0,139.0,1,0.0,16,12.5,10,139.0,0,0,0,0
ALY02353A,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59391U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59399U,5,9,0.0,12.5,1,0.0,8,12.5,0,0,0,0,0,0
ALY05304U85N,5,337,25.0,449.17,1,25.0,311,449.17,0,0,25,362.4,0,0
ALY69725U10,1,1,102.14,102.14,1,102.14,0,0,0,0,0,0,0,0
ALY62426U20,1,1,175.0,175.0,1,175.0,0,0,0,0,0,0,0,0
ALY67183U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY62326U10,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY72246U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03215U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY58834U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05274U,5,19,0.0,124.0,1,0.0,13,12.5,5,124.0,0,0,0,0
ALY65372U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03835U,5,54,0.0,12.5,1,0.0,53,12.5,0,0,0,0,0,0
ALY73777U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY63839U,5,25,0.0,119.0,1,0.0,12,12.5,12,119.0,0,0,0,0
ALY65779U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97802U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY04696U80N,5,196,83.91,269.45,1,83.91,170,222.34,0,0,25,269.45,0,0
ALY59036U20,1,1,70.0,70.0,1,70.0,0,0,0,0,0,0,0,0
ALY04757U80,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY62426U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY71280U,5,10,0.0,12.5,1,0.0,9,12.5,0,0,0,0,0,0
ALY71452U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05549U,5,12,0.0,12.5,1,0.0,11,12.5,0,0,0,0,0,0
ALY70045U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY69451U,5,19,0.0,12.5,3,0.0,16,12.5,0,0,0,0,0,0
ALY03672U,5,22,0.0,12.5,1,0.0,21,12.5,0,0,0,0,0,0
ALY63849U,5,58,0.0,119.0,1,0.0,41,12.5,16,119.0,0,0,0,0
ALY68855U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY65798U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03643U,5,8,0.0,119.0,1,0.0,0,0,7,119.0,0,0,0,0
ALY62754U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY64847U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70858U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY62567U,5,11,0.0,12.5,1,0.0,10,12.5,0,0,0,0,0,0
ALY63777U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY04525U,5,9,0.0,12.5,1,0.0,8,12.5,0,0,0,0,0,0
ALY04673A,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY58806U,5,33,0.0,211.0,1,0.0,27,12.5,5,211.0,0,0,0,0
ALY03774U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY03816U,5,44,0.0,12.5,1,0.0,43,12.5,0,0,0,0,0,0
ALY64111U15,1,1,50.0,50.0,1,50.0,0,0,0,0,0,0,0,0
ALY02492U20,5,47,50.0,165.85,1,50.0,46,165.85,0,0,0,0,0,0
ALY09136U20,5,23,86.03,165.85,2,86.03,21,165.85,0,0,0,0,0,0
ALY59618U20,1,1,129.0,129.0,1,129.0,0,0,0,0,0,0,0,0
ALY71600U20,1,1,65.0,65.0,1,65.0,0,0,0,0,0,0,0,0
ALY74253U20,5,33,229.65,275.0,1,275.0,32,229.65,0,0,0,0,0,0
ALY64098U45,2,2,0.0,0.0,2,0.0,0,0,0,0,0,0,0,0
ALY64111U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59271U80N,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59941U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59622U,2,2,0.0,0.0,2,0.0,0,0,0,0,0,0,0,0
ALY68836U,5,31,0.0,152.0,1,0.0,21,12.5,9,152.0,0,0,0,0
ALY05216U,5,13,0.0,12.5,1,0.0,12,12.5,0,0,0,0,0,0
ALY68766U,5,18,0.0,139.0,1,0.0,11,12.5,6,139.0,0,0,0,0
ALY85534U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY07056U,5,10,0.0,152.0,1,0.0,0,0,9,152.0,0,0,0,0
ALY59409U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY65769U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05756U,5,53,0.0,139.0,1,0.0,36,12.5,16,139.0,0,0,0,0
ALY69924U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY73655U,5,10,0.0,119.0,1,0.0,0,0,9,119.0,0,0,0,0
ALY73682U,2,2,0.0,184.0,1,0.0,0,0,1,184.0,0,0,0,0
ALY65233U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY98682U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70840U,5,8,0.0,12.5,1,0.0,7,12.5,0,0,0,0,0,0
ALY04033U,5,27,0.0,119.0,1,0.0,20,12.5,6,119.0,0,0,0,0
ALY97930U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59581U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70844U,5,44,0.0,152.0,1,0.0,31,12.5,12,152.0,0,0,0,0
ALY62382U10,1,1,75.0,75.0,1,75.0,0,0,0,0,0,0,0,0
ALY85106U20,1,1,50.0,50.0,1,50.0,0,0,0,0,0,0,0,0
ALY85361U20,5,7,128.48,229.65,1,128.48,6,229.65,0,0,0,0,0,0
ALY86262U20,1,1,115.0,115.0,1,115.0,0,0,0,0,0,0,0,0
ALY03908A30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05822U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY98727U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70417U35,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05662U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY02216B,5,8,0.0,124.0,1,0.0,0,0,7,124.0,0,0,0,0
ALY59335U,2,2,0.0,0.0,2,0.0,0,0,0,0,0,0,0,0
ALY65465U,2,2,0.0,0.0,2,0.0,0,0,0,0,0,0,0,0
ALY09605U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY86127U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY65261U,5,26,0.0,152.0,1,0.0,9,12.5,16,152.0,0,0,0,0
ALY59271U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY86289U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY59884U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70878U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05254U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70241U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY58815U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY65540U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05530U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY71440U,5,29,0.0,211.0,1,0.0,16,12.5,12,211.0,0,0,0,0
ALY05182U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY69724U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY74621U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY71223U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY05444U,5,20,0.0,12.5,1,0.0,19,12.5,0,0,0,0,0,0
ALY05572U10,5,10,35.0,165.85,1,35.0,9,165.85,0,0,0,0,0,0
ALY59459U20,1,1,175.0,175.0,1,175.0,0,0,0,0,0,0,0,0
ALY74257U20,5,14,50.0,165.85,1,50.0,13,165.85,0,0,0,0,0,0
ALY74236U30,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70843U35,5,7,0.0,165.85,1,0.0,6,165.85,0,0,0,0,0,0
ALY70208U45,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY70759U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY72163U20,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY97463U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY55980U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY62718U,5,21,0.0,139.0,1,0.0,12,12.5,8,139.0,0,0,0,0
ALY03425U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY71491U,2,2,0.0,0.0,2,0.0,0,0,0,0,0,0,0,0
ALY72679U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
ALY71276U,1,1,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0
